11-21790T,11/21,0923 hrs,11/4 1700 hrs,11/7 0700 hrs Criminal Damage,Central Plant,Pending
11-21800T,11/21,1050 hrs,11/18 1500 hrs,11/20 0800 hrs Bike Theft,Hassayampa 2,Pending
11-21813T,11/21,1336 hrs,11/19 2040 hrs,11/19 2040 hrs Assault,Sun Devil Stadium,Pending
11-21823T,11/21,1516 hrs,11/20 0000 hrs,11/21 1000 hrs Bike Theft,Cottonwood Hall,Pending
11-21832T,11/21,1801 hrs,11/18 1400 hrs,11/19 1800 hrs Bike Theft,Palo Verde East,Pending
11-21848P,11/21,2158 hrs,11/21 2200 hrs,11/21 2259 hrs Possession of Drug Paraphernalia,Mustang Hall,Cleared by Arrest
11-21853T,11/21,2237 hrs,11/19 1800 hrs,11/21 1030 hrs Bike Theft,Willow Hall,Pending
"",,,,Police Log,,
"",,,,Arizona State University Police Department,,
"",,,,"Tuesday, November 22, 2011",,
"",,,,Occurred,,
"",Date,Time,,,,
Incident #,,,From,Thru Description,Location,Disposition
"",Reported,Reported,,,,
"",,,Date Time,Date Time,,
"",,,,"Minor Possession of Alcohol, Possession of Fictitious",,
11-21861T,11/22,0036 hrs,11/22 0036 hrs,11/22 0118 hrs,Vista del Sol,Cleared by Arrest
"",,,,License,,
11-21875T,11/22,0920 hrs,11/21 1900 hrs,11/21 2100 hrs Theft,Hassayampa Phase 2,Pending
11-21891T,11/22,1316 hrs,11/22 1300 hrs,11/22 1315 hrs Theft,Noble Library,Pending
11-21900T,11/22,1606 hrs,11/22 1330 hrs,11/22 1530 hrs Bike Theft,Art Building,Pending
11-21902T,11/22,1645 hrs,11/22 1330 hrs,11/22 1430 hrs Theft,Stauffer,Pending
11-21913T,11/22,1944 hrs,11/22 1300 hrs,11/22 1600 hrs Bike Theft,Mona Plummer,Pending
11-21921T,11/22,2046 hrs,11/22 1700 hrs,11/22 2000 hrs Burglary - Structure,Palo Verde Main,Pending
11-21936T,11/22,2259 hrs,11/22 2025 hrs,11/22 2030 hrs Theft,Palo Verde West,Pending
"",,,,Police Log,,
"",,,,Arizona State University Police Department,,
"",,,,"Wednesday, November 23, 2011",,
"",,,,Occurred,,
"",Date,Time,,,,
Incident #,,,From,Thru Description,Location,Disposition
"",Reported,Reported,,,,
"",,,Date Time,Date Time,,
11-21947T,11/23,0131 hrs,11/23 0130 hrs,11/23 0130 hrs Criminal Damage,Agave Hall,Pending
11-21963T,11/23,1158 hrs,11/22 1330 hrs,11/22 1745 hrs Bike Theft,Psychology,Pending
11/21965T,12/23,1215 hrs,11/21 2300 hrs,11/23 1130 hrs Vehicle Burglary,Parking Structure 7,Pending
11-21973T,11/23,1420 hrs,11/22 1700 hrs,11/22 1800 hrs Burglary Structure,Palo Verde East,Pending
11-21975T,11/23,1500 hrs,11/22 1730 hrs,11/22 2100 hrs Burglary Structure,Palo Verde West,Pending
11-21976T,11/23,1543 hrs,11/21 1600 hrs,11/23 1400 hrs Bike Theft,Juniper Hall,Pending
"",,,,,E Apache Blvd / S,
11-21997T,11/23,2242 hrs,11/23 2242 hrs,11/23 2254 hrs Driving on Suspended License,,Cleared by Arrest
"",,,,,McAllister Ave,
"",,,,Police Log,,
"",,,,Arizona State University Police Department,,
"",,,,"Thursday, November 24, 2011",,
"",,,,Occurred,,
"",Date,Time,,,,
Incident #,,,From,Thru Description,Location,Disposition
"",Reported,Reported,,,,
"",,,Date Time,Date Time,,
"",,,,"Speed Not Reasonable/Prudent, Driving on Suspended",S Rural Rd / E,
11-22003T,11/24,0026 hrs,11/24 0026 hrs,11/24 0026 hrs,,Cleared by Arrest
"",,,,"License, No Proof of Insurance",University Dr,
"",,,,Police Log,,
"",,,,Arizona State University Police Department,,
"",,,,"Friday, November 25, 2011",,
"",,,,Occurred,,
"",Date,Time,,,,
Incident #,,,From,Thru Description,Location,Disposition
"",Reported,Reported,,,,
"",,,Date Time,Date Time,,
11-22028T,11/25,0310 hrs,11/25 0310 hrs,11/25 0310 hrs Criminal Trespass,Palo Verde West,Cleared by Arrest
11-22038T,11/25,1427 hrs,11/25 1427 hrs,11/25 1435 hrs Trespass,200 Block E 7th St,Cleared by Arrest
11-22051T,11/25,1135 hrs,11/25 1135 hrs,11/25 1135 hrs Public Nuisance,Sun Devil Stadium,Cleared by Arrest
"",,,,Police Log,,
"",,,,Arizona State University Police Department,,
"",,,,"Saturday, November 26, 2011",,
"",,,,Occurred,,
"",Date,Time,,,,
Incident #,,,From,Thru Description,Location,Disposition
"",Reported,Reported,,,,
"",,,Date Time,Date Time,,
11-22052T,11/26,0107 hrs,11/25 1600 hrs,11/26 0040 hrs Bike Theft,Lot 52,Pending
"",,,,Police Log,,
"",,,,Arizona State University Police Department,,
"",,,,"Sunday, November 27, 2011",,
"",,,,Occurred,,
"",Date,Time,,,,
Incident #,,,From,Thru Description,Location,Disposition
"",Reported,Reported,,,,
"",,,Date Time,Date Time,,
11-22085T,11/27,0330 hrs,11/27 0330 hrs,11/27 0334 hrs Under 21 with Alcohol in Body,Hassayampa 2,Cleared by Arrest
11-22105T,11/27,1924 hrs,11/23 1900 hrs,11/27 1900 hrs Burglary Structure,Vista del Sol,Pending
"",,,,Police Log,,
"",,,,Arizona State University Police Department,,
"",,,,"Monday, November 28, 2011",,
"",,,,Occurred,,
"",Date,Time,,,,
Incident #,,,From,Thru Description,Location,Disposition
"",Reported,Reported,,,,
"",,,Date Time,Date Time,,
11-22137D,11/28,1244 hrs,11/22 1015 hrs,11/26 1830 hrs Bike Theft,Cronkite,Pending
11-22142T,11/28,1302 hrs,11/24 2000 hrs,11/28 1030 hrs Bike Theft,Hassayampa Phase 2,Pending
11-22143T,11/28,1307 hrs,11/3 0000 hrs,11/3 0000 hrs Forgery/Fraud,Memorial Union,Pending
"",,,10/1 or,10/1 or,500 Block E Apache,
11-22144T,11/28,1317 hrs,2300 hrs,2300 hrs Sex Abuse,,Pending
"",,,10/8,10/8,Blvd,
11-22153T,11/28,1456 hrs,11/24 1600 hrs,11/28 1400 hrs Bike Theft,College of Design North,Pending
"",,,,,Physical Science F,
11-22156T,11/28,1525 hrs,11/28 1310 hrs,11/28 1500 hrs Bike Theft,,Pending
"",,,,,Wing,
11-22157T,11/28,1717 hrs,11/28 1717 hrs,11/28 1717 hrs Theft,Noble Library,Pending
11-22176T,11/28,2029 hrs,11/28 1800 hrs,11/28 2029 hrs Bike Theft,Language & Literature,Pending
"",,,,Police Log,,
"",,,,Arizona State University Police Department,,
"",,,,"Tuesday, November 29, 2011",,
"",,,,Occurred,,
"",Date,Time,,,,
Incident #,,,From,Thru Description,Location,Disposition
"",Reported,Reported,,,,
"",,,Date Time,Date Time,,
"",,,,,Rio Salado Parkway / E,
11-22201T,11/29,0856 hrs,11/29 0856 hrs,"11/29 0900 hrs Speed, License Restriction, No Insurance",,Cleared by Arrest
"",,,,,of Mill Ave,
"",,,,,Rio Salado Parkway / E,
11-22213T,11/29,1251 hrs,11/29 1251 hrs,11/29 0100 hrs Driving On Suspended License,,Cleared by Arrest
"",,,,,of Mill Ave,
11-22216T,11/29,1401 hrs,11/4 0900 hrs,11/4 1700 hrs Theft,Bookstore,Pending
11-22219T,11/29,1518 hrs,11/23 1500 hrs,11/28 0700 hrs Bike Theft,Hassayampa Phase 1,Pending
"",,,,,Interdisciplinary,
11-22221T,11/29,1526 hrs,11/22 1300 hrs,11/28 1500 hrs Bike Theft,Sciences and,Pending
"",,,,,Technology,
11-22245T,11/29,2133 hrs,11/28 1900 hrs,11/28 2300 hrs Theft,Hassayampa Phase 2,Pending
"",,,,Police Log,,
"",,,,Arizona State University Police Department,,
"",,,,"Wednesday, November 30, 2011",,
"",,,,Occurred,,
"",Date,Time,,,,
Incident #,,,From,Thru Description,Location,Disposition
"",Reported,Reported,,,,
"",,,Date Time,Date Time,,
11-22259T,11/30,0056 hrs,11/30 0056 hrs,11/30 0107 hrs Warrant Arrest,11th Ave / S Mill Ave,Cleared by Arrest
11-22287T,11/30,1254 hrs,11/30 1110 hrs,11/30 1245 hrs Theft,Engineering C Wing,Pending
11-22289T,11/30,1303 hrs,11/29 2130 hrs,11/30 1030 hrs Theft,Cereus Hall,Pending
11-22300T,11/30,1546 hrs,11/30 1230 hrs,11/30 1530 hrs Bike Theft,Hayden Library,Pending
"",,,,,Student Recreation,
11-22301T,11/30,1708 hrs,11/30 1708 hrs,11/30 1708 hrs Theft,,Pending
"",,,,,Center,
"",,,,,6800 Block E Upsala,
11-22312P,11/30,2030 hrs,11/30 2030 hrs,11/30 2150 hrs Possession of Marijuana,,Pending
"",,,,,Ave,
"",,,,"Possession of Marijuana, Possession of Drug",,
11-22316T,11/30,2055 hrs,11/30 2055 hrs,11/30 2153 hrs,Cholla,Pending
"",,,,Paraphernalia,,
"",,,,"Possession of Marijuana, Possession of Drug",,
11-22320T,11/30,2125 hrs,11/30 2125 hrs,11/30 2158 hrs,Cholla,Pending
"",,,,Paraphernalia,,
11-22324T,11/30,2248 hrs,11/30 2145 hrs,11/30 2145 hrs Theft,Computing Commons,Pending
"",,,,Police Log,,
"",,,,Arizona State University Police Department,,
"",,,,Occurred,,
"",Date,Time,,,,
Incident #,,,From,Thru Description,Location,Disposition
"",Reported,Reported,,,,
"",,,Date Time,Date Time,,
