10-18249T,11/13,0024 hrs,11/13 0024hrs,11/13,0350 hrs,Possession of Marijuana / possession of Paraphernalia,Hassayampa Phase I
"",,,,,,,Pending
10-18252T,11/13,0129 hrs,11/13 0129 hrs,11/13,0156 hrs,Reckless Driving,1017 E Apache Blvd Cleared by Arrest
"",,,,,,,Arrest with Charges
10-18258T,11/13,0328 hrs,11/13 0328 hrs,11/13,0426 hrs,Possession of Drug Paraphernalia,Manzanita Hall
"",,,,,,,Pending
"",,,,,,Under 21 in Possession of Alcohol / Under 21 with,S McAllister Ave / E
10-18262T,11/13,0459 hrs,11/13 0459 hrs,11/13,0530 hrs,,Cleared by Arrest
"",,,,,,Alcohol in the Body,Lemon St
10-18270T,11/13,0927 hrs,11/12 1000 hrs,11/13,0700 hrs,Criminal Damage,N Forest Ave / E Lemon Pending
10-18280T,11/13,1441 hrs,11/12 1700 hrs,11/12,1830 hrs,Theft of Personal Property,Sttudent Recreation Pending
10-18292T,11/13,1836 hrs,11/13 1836 hrs,11/13,1836 hrs,Under 21 with Alcohol in the Body,CUennivteerrsity/College Cleared by Arrest
10-18295T,11/13,1855 hrs,11/13 1855 hrs,11/13,1855 hrs,Under 21 with Alcohol in the Body,Lot 59 Cleared by Arrest
10-18297T,11/13,1933 hrs,11/13 1933 hrs,11/13,1933 hrs,"Accident, Hit and Run",Vista del Sol Parking Cleared by Arrest
10-18300T,11/13,2125 hrs,11/13 2125 hrs,11/13,2125 hrs,Under 21 with Alcohol in the Body,SAtrrbuocrtuetruem Cleared by Arrest
10-18301T,11/13,2128 hrs,11/13 2128 hrs,11/13,2128 hrs,Reckless Burning,Language and Literature Pending
10-18306T,11/13,2235 hrs,11/13 2235 hrs,11/13,2235 hrs,Impound,Vista del Sol Pending
"",,,,Occurred,,,,
"",Date,Time,,,,,,
Incident #,,,From,Thru,,Description,Location,Disposition
"",Reported,Reported,,,,,,
"",,,Date Time,Date,Time,,,
10-18313T,11/14,0020 hrs,11/14 0020 hrs,11/14,0025 hrs,Trespassing,Memorial Union,Cleared by Arrest
10-18315T,11/14,0123 hrs,11/14 0123 hrs,11/14,0215 hrs,Under 21 with Alcohol in the Body,Palo Verde West,Cleared by Arrest
10-18317T,11/14,0232 hrs,11/14 0232 hrs,11/14,0539 hrs,Warrant Arrest,Parking Lot 46,Cleared by Arrest
10-18322T,11/14,0535 hrs,11/14 0000 hrs,11/14,0100 hrs,Sexual Assault/Unlawful Imprisonment,700 Blk of E Alpha Dr,Pending
10-18323T,11/14,0617 hrs,11/14 0520 hrs,11/14,0530 hrs,Sexual Assault,Palo Verde East,Pending
10-18331T,11/14,1601 hrs,11/14 1200 hrs,11/14,1500 hrs,Bicycle Theft,Hayden Library,Pending
"",,,,Occurred,,,,
"",Date,Time,,,,,,
Incident #,,,From,Thru,,Description,Location,Disposition
"",Reported,Reported,,,,,,
"",,,Date Time,Date,Time,,,
10-18355T,11/15,0949 hrs,11/10 1530 hrs,11/15,0949 hrs,Burglary,Farmer Education,Pending
10-18365T,11/15,1201 hrs,11/12 1830 hrs,11/13,1100 hrs,Theft of Personal Property,PBaurikldiningg Structure 4,Pending
10-18367T,11/15,1248 hrs,11/11 1700 hrs,11/15,1100 hrs,Theft of Personal Property,Engineering Center G,Pending
10-18369T,11/15,1325 hrs,11/15 1315 hrs,11/15,1325 hrs,Theft of Personal Property,WPhiynsgical Science H,Pending
10-18366T,11/15,1222 hrs,11/15 1301 hrs,11/15,1543 hrs,Warrant Arrest,WTeimngpe Police Station,Cleared By Arrest
10-18379T,11/15,1624 hrs,11/15 1526 hrs,11/15,1606 hrs,Theft of Personal Property,Vista Del Sol,Pending
10-18386T,11/15,1858 hrs,11/6 0030 hrs,11/8,2100 hrs,Criminal Damage,Discovery,Pending
10-18393T,11/15,2132 hrs,11/15 1900 hrs,11/15,2100 hrs,Theft of Personal Property,SRC,Pending
10-18397T,11/15,0144 hrs,11/16 0141 hrs,11/16,0144 hrs,Under 21 with Alcohol in the body,Adelphi,Cleared By Arrest
"",,,,Occurred,,,,
"",Date,Time,,,,,,
Incident #,,,From,Thru,,Description,Location,Disposition
"",Reported,Reported,,,,,,
"",,,Date Time,Date,Time,,,
10-18405T,11/16,0840 hrs,11/4 1300 hrs,11/4,1300 hrs,Assault,Physical Science,Pending
"",,,,,,,Student Recreation,
10-18416T,11/16,1216 hrs,11/15 1930 hrs,11/15,2130 hrs,Theft,,Pending
"",,,,,,,Center Field,
"",,,,,,,Student Recreation,
10-18417T,11/16,1220 hrs,11/15 1900 hrs,11/15,1900 hrs,Theft,,Pending
"",,,,,,,Center Field,
"",,,,,,,Student Recreation,
10-18419T,11/16,1341 hrs,11/4 1900 hrs,11/4,2100 hrs,Theft,,Pending
"",,,,,,,Center,
10-18449T,11/16,2043 hrs,11/16 0900 hrs,11/16,2030 hrs,Bike Theft,Hayden Library,Pending
"",,,,,,,Student Recreation,
10-18452T,11/16,2059 hrs,11/16 2059 hrs,11/16,2133 hrs,Informational,,Pending
"",,,,,,,Center,
"",,,,,,,Student Recreation,
10-18457T,11/16,2145 hrs,11/16 1940 hrs,11/16,2115 hrs,Theft of Personal Property,,Pending
"",,,,,,,Center,
10-18454W,11/16,2110 hrs,11/16 2110 hrs,11/16,2314 hrs,Possession of Marijuana,Las Casas,Pending
"",,,,Occurred,,,,
"",Date,Time,,,,,,
Incident #,,,From,Thru,,Description,Location,Disposition
