10-12403T,8/21,0242 hrs,8/21 0242 hrs,8/21,0254 hrs Under 21 with Alcohol in the Body,Vista del Sol,Cleared by Arrest
10-12406T,8/21,0334 hrs,8/21 0334 hrs,8/21,"0334 hrs Non-injury Accident, Hit & Run",Lot 72,Pending
10-12408T,8/21,0348 hrs,8/21 0300 hrs,8/21,0348 hrs Criminal Damage,Sonora Center,Pending
10-12410T,8/21,0431 hrs,8/21 0431 hrs,8/21,0431 hrs Under 21 with Alcohol in the Body / Failure to Comply,Vista del Sol,Cleared by Arrest
10-12419T,8/21,1019 hrs,8/21 0300 hrs,8/21,1015 hrs Criminal Damage,Sonora Center,Pending
10-12420T,8/21,1045 hrs,8/20 0001 hrs,8/20,1159 hrs Fraudulent Use of Credit Card,Barrett Honors Hall,Pending
10-12429T,8/21,1419 hrs,8/21 0200 hrs,8/21,1400 hrs Stolen Bicycle,Sage Hall,Pending
10-12440T,8/21,1912 hrs,8/20 1450 hrs,8/21,1912 hrs Theft,Physical Sciences H,Pending
10-12443T,8/21,2048 hrs,8/21 2048 hrs,8/21,2048 hrs Information Only,Inter Collegiate Athletics,Closed
10-12446T,8/21,2119 hrs,8/21 2119 hrs,8/21,2119 hrs Under 21 in Possession of Alcohol,Vista del Sol,Cleared by Arrest
10-12449T,8/21,2351 hrs,8/21 2351 hrs,8/21,2351 hrs Under 21 in Possession of Alcohol,San Pablo,Cleared by Arrest
"",,,,,Police Log,,
"",,,,,Arizona State University Police Department,,
"",,,,,"Sunday, August 22, 2010",,
"",,,,Occurred,,,
"",Date,Time,,,,,
Incident #,,,From,,Thru Description,Location,Disposition
"",Reported,Reported,,,,,
"",,,Date Time,Date,Time,,
10-12452T,8/22,0019 hrs,8/22 0019 hrs,8/22,0019 hrs Under 21 with Alcohol in the Body,Hassayampa Phase 1,Cleared by Arrest
10-12455T,8/22,0037 hrs,8/22 0037 hrs,8/22,0037 hrs Under 21 with Alcohol in the Body,Vista Del Sol,Cleared by Arrest
10-12456T,8/22,0045 hrs,8/22 0045 hrs,8/22,0045 hrs Under 21 with Alcohol in the Body,Barrett,Cleared by Arrest
10-12459T,8/22,0049 hrs,8/22 0049 hrs,8/22,0049 hrs Under 21 in Possession of Alcohol,Willow Hall,Cleared by Arrest
10-12462T,8/22,0136 hrs,8/22 0136 hrs,8/22,0136 hrs Under 21 with Alcohol in the Body,Hassayampa Phase 2,Cleared by Arrest
10-12468T,8/22,0217 hrs,8/22 0217hrs,8/22,0217hrs Under 21 with Alcohol in the Body,Parking Structure 5,Cleared by Arrest
10-12471T,8/22,0245 hrs,8/22 0245 hrs,8/22,0245 hrs Under 21 with Alcohol in the Body,Palo Verde West,Cleared by Arrest
10-12474T,8/22,0313 hrs,8/22 0313 hrs,8/22,0313 hrs Under 21 with Alcohol in the Body,Lot 72,Cleared by Arrest
10-12476T,8/22,0332 hrs,8/22 0030 hrs,8/22,0030 hrs Information Only,Vista Del Sol,Closed
10-12484P,8/22,0745 hrs,8/22 0745 hrs,8/22,0745 hrs Impound,Mercado,Closed
10-12494T,8/22,1415 hrs,8/20 0800 hrs,8/22,1415 hrs Burglary from Vehicle,Parking Structure 5,Pending
10-12497T,8/22,1516 hrs,8/21 2200hrs,8/22,1516 hrs Theft of Bicycle,Manzanita,Pending
10-12501T,8/22,1738 hrs,8/22 1530 hrs,8/22,1738 hrs Burglary from Vehicle,Parking Structure 7,Pending
10-12506T,8/22,1956 hrs,8/19 1400 hrs,8/22,1956 hrs Theft of Bicycle,Hassayampa Phase 2,Pending
10-12508T,8/22,2021 hrs,8/22 2021 hrs,8/22,2035 hrs Driving on Restricted License,S Rural Rd / E Spence Ave,Cleared by Arrest
10-12513T,8/22,2152 hrs,8/21 2200 hrs,8/22,2152 hrs Theft of Bicycle,Hayden Hall,Pending
10-12516T,8/22,2302 hrs,8/22 1000 hrs,8/22,1100 hrs Criminal Damage,Vista Del Sol,Pending
"",,,,,Police Log,,
"",,,,,Arizona State University Police Department,,
"",,,,,"Monday, August 23, 2010",,
"",,,,Occurred,,,
"",Date,Time,,,,,
Incident #,,,From,,Thru Description,Location,Disposition
"",Reported,Reported,,,,,
"",,,Date Time,Date,Time,,
10-12467T,8/22,0213 hrs,8/22 0213 hrs,8/22,0213 hrs Under 21 with Alcohol in the Body,Palo Verde West,Cleared by Arrest
10-12520T,8/23,0046 hrs,8/23 0046 hrs,8/23,0046 hrs Exhibition of Speed,S Mill Ave / E 5th St,Cleared by Arrest
"",,,,,,Vista del Sol Parking,
10-12522T,8/23,0156 hrs,8/23 midnight,8/23,0130 hrs Vehicle Burglary,,Pending
"",,,,,,Structure,
10-12531T,8/23,0948 hrs,8/22 2020 hrs,8/23,0948 hrs Bike Theft,Mona Plummer,Pending
10-12538P,8/23,1117 hrs,8/23 unk,8/23,1117 hrs Bike Theft,University Center Building,Pending
10-12540T,8/23,1131 hrs,8/23 1131 hrs,8/23,1131 hrs Property Impound,1000 blk of McAllister Ave,Closed
10-12556T,8/23,1717 hrs,8/23 1630 hrs,8/23,1717 hrs Bike Theft,University Towers Apts,Pending
"",,,,,Police Log,,
"",,,,,Arizona State University Police Department,,
"",,,,,"Tuesday, August 24, 2010",,
"",,,,Occurred,,,
"",Date,Time,,,,,
Incident #,,,From,,Thru Description,Location,Disposition
"",Reported,Reported,,,,,
"",,,Date Time,Date,Time,,
10-09879T,6/28,1355 hrs,8/24 0648 hrs,8/24,0648 hrs Trafficking in Stolen Property,Memorial Union,Cleared by Arrest
10-12598T,8/24,0048 hrs,8/24 0048 hrs,8/24,0048 hrs Possession of Marijuana,Student Recreation Center,Cleared by Arrest
10-12602T,8/24,0126hrs,8/24 0126 hrs,8/24,0126 hrs Under 21 in Consumption of Alcohol,Vista Del Sol,Cleared by Arrest
10-12614T,8/24,0909 hrs,8/23 2300 hrs,8/24,0720 hrs Bike Theft,Palo Verde East,Pending
10-12622T,8/24,0923 hrs,8/19 0000 hrs,8/24,0923 hrs Theft of Services,Palo Verde Main,Pending
10-12630T,8/24,1155 hrs,8/24 1055 hrs,8/24,1155 hrs Bike Theft,Palo Verde West,Pending
10-12633T,8/24,1621 hrs,8/24 1621 hrs,8/24,1621 hrs Driving While License Suspended,6th St/Rural RD,Cleared by Arrest
10-12635T,8/24,1640 hrs,8/20 0000 hrs,8/24,1640hrs Theft,Palo Verde West,Pending
10-12637T,8/24,1705 hrs,8/24 1230 hrs,8/24,1705 hrs Theft,Hayden Library,Pending
10-12638T,8/24,1651 hrs,8/24 1500 hrs,8/24,1651 hrs Criminal Damage,Vista Del Sol,Pending
10-12639T,8/24,1726 hrs,8/24 1726 hrs,8/24,1726 hrs Property Impound,325 E Apache Blvd,Closed
10-12643T,8/24,1831 hrs,8/24 1820 hrs,8/24,1831 hrs Theft,Music West,Pending
"",,,,,,E University Dr / S College,
10-12647T,8/24,1959 hrs,8/24 1959 hrs,8/24,1959 hrs Property Impound,,Closed
"",,,,,,Ave,
10-12659T,8/24,2153 hrs,8/24 2153 hrs,8/25,0230 hrs Information,Hassayampa Phase 2,Closed
10-12661T,8/24,2209 hrs,8/24 1830 hrs,8/24,2030 hrs Bike Theft,Coor Hall,Pending
"",,,,,Police Log,,
"",,,,,Arizona State University Police Department,,
"",,,,,"Wednesday, August 25, 2010",,
"",,,,Occurred,,,
"",Date,Time,,,,,
Incident #,,,From,,Thru Description,Location,Disposition
"",Reported,Reported,,,,,
"",,,Date Time,Date,Time,,
10-12673T,8/25,0248 hrs,8/25 0248 hrs,8/25,0248 hrs Under 21 with Alcohol in the Body,E Apache Blvd / S Rural Rd,Cleared By Arrest
10-12676T,8/25,0329 hrs,8/25 0315 hrs,8/25,0325 hrs Assault,Palo Verde Main,Pending
10-12679T,8/25,0725 hrs,8/24 1700 hrs,8/25,0715 hrs Theft,Palo Verde Main,Pending
10-12681T,8/25,0807 hrs,8/24 0800 hrs,8/24,1900 hrs Burglary from Vehicle,Fulton Structure,Pending
10-12685T,8/25,0935 hrs,8/24 1800 hrs,8/25,0900 hrs Stolen Bicycle,Psychology,Pending
10-12687T,8/25,1015 hrs,8/24 2100 hrs,8/24,2130 hrs Theft,Hassayampa Phase II,Pending
10-12699T,8/25,1313 hrs,8/25 1313 hrs,8/25,1313 hrs Possession of Drug Paraphernalia,Parking Structure 5,Pending
10-12704T,8/25,1400 hrs,8/25 1100 hrs,8/25,1300 hrs Theft,Bookstore,Pending
10-12715T,8/25,1655 hrs,8/25 0900 hrs,8/25,1655 hrs Stolen Bicycle,Armstrong Hall,Pending
10-12717T,8/25,1751 hrs,8/25 1751 hrs,8/25,1751 hrs Stolen Bicycle,Physical Science H-Wing,Pending
10-12724T,8/25,1856 hrs,8/25 1430 hrs,8/25,1856 hrs Stolen Bicycle,Memorial Union,Pending
10-12728T,8/25,1952 hrs,8/23 unknown,8/25,1952 hrs Stolen License Plate,Lot 35,Pending
10-12736T,8/25,2106 hrs,8/25 2253 hrs,8/25,0034 hrs Possession of Drug Paraphernalia,Hassayampa Phase II,Cleared By Arrest
10-12743T,8/25,2237 hrs,8/25 2323 hrs,8/25,0130 hrs Attempted Theft of Bicycle,Manzanita,Cleared By Arrest
10-12744T,8/25,2241 hrs,8/25 unknown,8/25,unknown Bike Theft,Palo Verde West,Pending
10-12747 T,8/25,2301 hrs,8/25 2315 hrs,8/25,0208 hrs Possession of Marijuana,Armstrong,Cleared By Arrest
"",,,,,Police Log,,
"",,,,,Arizona State University Police Department,,
"",,,,,"Thursday, August 26, 2010",,
"",,,,Occurred,,,
"",Date,Time,,,,,
Incident #,,,From,,Thru Description,Location,Disposition
"",Reported,Reported,,,,,
"",,,Date Time,Date,Time,,
10-12751T,8/26,0313 hrs,8/26 unk,8/26,0340hrs Under 21 with Alcohol in the Body,Piper Writing House,Cleared By Arrest
"",,,,,,E Apache Blvd / S Forest,
10-12758T,8/26,0451 hrs,8/26 0451 hrs,8/26,0504 hrs Driving on a Suspended License,,Cleared By Arrest
"",,,,,,Ave,
10-12759T,8/26,0608 hrs,8/26 0608 hrs,8/26,0704 hrs Possession of Marijuana and Paraphernalia,E Lemon St / S College Ave,Cleared By Arrest
"",,,,,,Mona Plummer Aquatic,
10-12766T,8/26,0934 hrs,8/24 unk,8/26,0934 hrs Found Property,,Closed
"",,,,,,Complex,
10-12770T,8/26,1031 hrs,8/25 0001 hrs,8/25,1159 hrs Property Impound,Memorial Union,Closed
10-12774T,8/26,1237 hrs,8/26 1237 hrs,8/26,1237 hrs Fire,Stauffer Communications,Closed
10-12777T,8/26,1333 hrs,8/26 0900 hrs,8/26,1323 hrs Theft,Parking Structure 1,Pending
10-12793T,8/26,1653 hrs,8/26 1445 hrs,8/26,1653 hrs Bike Theft,Payne Hall,Pending
"",,,,,"Possession of Marijuana, Paraphernalia, and Dangerous",Hassayampa Phase 2 and,
10-12782T,8/26,1512 hrs,8/26 1512 hrs,8/26,1512 hrs,,Cleared By Arrest
"",,,,,Drugs,Tlot 59,
10-12797T,8/26,1726 hrs,8/26 1726 hrs,8/26,1726 hrs Non Injury Accident,Tempe Parking Lot 72,closed
10-12801T,8/26,1742 hrs,8/26 unk,8/26,unk Vehicle Burglary,Parking Structure at VDS,Pending
"",,,,,Possession of Marijuana and Paraphernalia Under 21,,
10-12807T,8/26,1836 hrs,8/26 1929 hrs,8/26,2143 hrs,Best Hall,Cleared By Arrest
"",,,,,with Alcohol in the Body,,
10-12812W,8/26,2026 hrs,8/26 1956 hrs,8/26,2026 hrs Burglary,Las Casas,Pending
10-12814T,8/26,2046 hrs,8/26 2052 hrs,8/26,2059 hrs Minor in Possession,Parking Structure at VDS,Cleared By Arrest
"",,,,,"Minor in Possession, Under 21 with Alcohol in the",,
10-12818T,8/26,2130 hrs,8/26 2140 hrs,8/26,2200 hrs,Vista Del Sol,Cleared By Arrest
"",,,,,Body,,
10-12822T,8/26,2244 hrs,8/25 1900 hrs,8/26,2244 hrs Theft,Language and Literature,Pending
10-12827E,8/26,2320 hrs,8/26 0000 hrs,8/26,0017 hrs Possession of Paraphernalia,Mustang Hall,Cleared By Arrest
10-12828T,8/26,2338 hrs,8/26 2346 hrs,8/27,0001 hrs Under 21 with Alcohol in the Body,Vista Del Sol,Cleared By Arrest
"",,,,,Possession of Marijuana and Paraphernalia Under 21,,
10-12829T,8/26,2355 hrs,8/27 0102 hrs,8/27,0118 hrs,Tempe Parking Lot 72,Cleared By Arrest
"",,,,,with Alcohol in the Body,,
"",,,,,Police Log,,
"",,,,,Arizona State University Police Department,,
"",,,,,"Friday, August 27, 2010",,
"",,,,Occurred,,,
"",Date,Time,,,,,
Incident #,,,From,,Thru Description Location,,Disposition
"",Reported,Reported,,,,,
"",,,Date Time,Date,Time,,
10-12831T,8/27,0007 hrs,8/27 0017 hrs,8/27,0039 hrs Under 21 with Alcohol in the Body Vista del Sol,,Cleared By Arrest
10-12838T,8/27,0041 hrs,8/27 0048 hrs,8/27,0108 hrs Under 21 with Alcohol in the Body Minor in Possession Vista del Sol,,Cleared By Arrest
10-12841T,8/27,0102 hrs,8/27 0105 hrs,8/27,0110 hrs Under 21 with Alcohol in the Body E Apache Blvd / S Rural Rd,,Cleared By Arrest
10-12842T,8/27,0041 hrs,8/27 0116 hrs,8/27,0123 hrs Under 21 with Alcohol in the BodyVista del Sol,,Cleared By Arrest
10-12843T,8/27,0133 hrs,8/27 0133 hrs,8/27,0158 hrs Under 21 with Alcohol in the Body Vista del Sol,,Cleared By Arrest
10-12848T,8/27,0255 hrs,8/27 0255 hrs,8/27,0322 hrs Possession of Marijuana Parking Structure 7,,Cleared By Arrest
10-12851T,8/27,0328 hrs,8/27 0328 hrs,8/27,0340 hrs Under 21 with Alcohol in the Body Parking Structure 7,,Cleared By Arrest
10-12857T,8/27,0528 hrs,8/27 0528 hrs,8/27,0552 hrs Possession of Drug Paraphernalia N Rural Rd / E University Dr,,Cleared By Arrest
"",,,,,N Myrtle Ave / E University,,
10-12862T,8/27,0836 hrs,8/27 0836 hrs,8/27,0844 hrs Warrant Arrest,,Cleared By Arrest
"",,,,,Dr,,
10-12873D,8/27,1335 hrs,8/27 0810 hrs,8/27,1100 hrs Theft NHI Parking Structure,,Pending
10-12876T,8/27,1502 hrs,8/26 1615 hrs,8/26,1615 hrs Assault Gammage,,Pending
10-12878T,8/27,1521 hrs,8/27 1200 hrs,8/27,1500 hrs Burglary from Vehicle Lot 59,,Pending
10-12879T,8/27,1539 hrs,8/27 1539 hrs,8/27,1539 hrs Fraudulent Schemes Language and Lit,,Pending
10-12882T,8/27,1607 hrs,8/27 1607 hrs,8/27,1607 hrs Theft Biodesign A,,Pending
10-12883T,8/27,1716 hrs,8/27 1716 hrs,8/27,1716 hrs Search Warrant Best Hall,,Pending
10-12896T,8/27,2026 hrs,8/27 2026 hrs,8/27,2049 hrs Impound Manzanita,,Closed
10-12903T,8/27,2124 hrs,8/27 2124 hrs,8/27,2124 hrs Under 21 with Alcohol in the Body Vista del Sol,,Cleared By Arrest
"",,,,,Possession of Marijuana / Possession of Drug,,
10-12909T,8/27,2205 hrs,8/27 2205 hrs,8/27,2205 hrs Fulton Parking Structure,,Cleared By Arrest
"",,,,,Paraphernalia,,
"",,,,,Global Institute of,,
10-12911T,8/27,2156 hrs,8/27 2156 hrs,8/27,2156 hrs Found Property,,Closed
"",,,,,Sustainability,,
10-12915T,8/27,2231 hrs,8/27 2231 hrs,8/27,2231 hrs Under 21 with Alcohol in the Body Vista del Sol,,Cleared By Arrest
"",,,,,Police Log,,
"",,,,,Arizona State University Police Department,,
"",,,,,"Friday, August 27, 2010",,
"",,,,Occurred,,,
"",Date,Time,,,,,
Incident #,,,From,,Thru Description,Location,Disposition
"",Reported,Reported,,,,,
"",,,Date Time,Date,Time,,
"",,,,,Possession of Marijuana / Possession of Drug,,
10-12917E,8/27,2239 hrs,8/27 2239 hrs,8/27,2239 hrs,Mustang Hall,Cleared By Arrest
"",,,,,Paraphernalia,,
"",,,,,,Vista del Sol Parking,
10-12920T,8/27,2305 hrs,8/27 2305 hrs,8/27,2305 hrs Under 21 with Alcohol in the Body,,Cleared By Arrest
"",,,,,,Structure,
10-12926T,8/27,2340 hrs,8/27 2340 hrs,8/27,2340 hrs Under 21 with Alcohol in the Body,Vista del Sol,Cleared By Arrest
"",,,,,Police Log,,
"",,,,,Arizona State University Police Department,,
"",,,,,"Saturday, August 28, 2010",,
"",,,,Occurred,,,
"",Date,Time,,,,,
Incident #,,,,,Description,Location,Disposition
"",Reported,Reported,,,,,
"",,,From,,Thru,,
"",,,Date Time,Date,Time,,
10-12933T,8/28,0014 hrs,8/28 0014 hrs,8/28,0014 hrs Under 21 with Alcohol in the Body,Vista del Sol,Cleared by Arrest
10-12934T,8/28,0017 hrs,8/28 0017 hrs,8/28,0017 hrs Under 21 with Alcohol in the Body,Vista del Sol,Cleared by Arrest
10-12935T,8/28,0015 hrs,8/28 0015 hrs,8/28,0015 hrs Under 21 with Alcohol in the Body,6400 Blk S Raven,Cleared by Arrest
"",,,,,,E Apache Blvd / S Normal,
10-12937T,8/28,0028 hrs,8/28 0028 hrs,8/28,0028 hrs Under 21 with Alcohol in the Body,,Cleared by Arrest
"",,,,,,Ave,
"",,,,,"Assault, Criminal Damage, Under 21 with Alcohol in",Vista del Sol Parking,
10-12939T,8/28,0043 hrs,8/28 0043 hrs,8/28,0043 hrs,,Cleared by Arrest
"",,,,,the Body,Structure,
10-12941T,8/28,0053 hrs,8/28 0053 hrs,8/28,0053 hrs Under 21 with Alcohol in the Body,E University Dr / S Alpha Dr,Cleared by Arrest
10-12943T,8/28,0101 hrs,8/28 0101 hrs,8/28,0101 hrs Assault,Vista del Sol,Pending
10-12946T,8/28,0101 hrs,8/28 0101 hrs,8/28,0101 hrs Possession of Marijuana,Palo Verde East,Cleared by Arrest
10-12948T,8/28,0119 hrs,8/28 0119 hrs,8/28,0119 hrs Indecent Exposure,Hassayampa Phase II,Pending
"",,,,,Under 21 while Driving with Alcohol in the Body /,,
10-12950T,8/28,0148 hrs,8/28 0148 hrs,8/28,0148 hrs Under 21 with Alcohol in the Body / Under 21,S Alpha Dr / E University Dr,Cleared by Arrest
"",,,,,possession of Alcohol,,
10-12955T,8/28,0203 hrs,8/28 0203 hrs,8/28,0203 hrs Under 21 with Alcohol in the Body,Vista del Sol,Cleared by Arrest
10-12957T,8/28,0212 hrs,8/28 0212 hrs,8/28,0212 hrs Under 21 with Alcohol in the Body,Vista del Sol,Cleared by Arrest
"",,,,,Possession of Marijuana / Under 21 with Alcohol in the,,
10-12958T,8/28,0218 hrs,8/28 0218 hrs,8/28,0218 hrs,Vista del Sol,Cleared by Arrest
"",,,,,Body,,
10-12960T,8/28,0234 hrs,8/28 0234 hrs,8/28,0234 hrs Under 21 with Alcohol in the Body,Manzanita,Cleared by Arrest
10-12965T,8/28,0302 hrs,8/28 0302 hrs,8/28,0302 hrs Under 21 with Alcohol in the Body,Vista del Sol,Cleared by Arrest
10-12966T,8/28,0312 hrs,8/28 0312 hrs,8/28,0312 hrs Under 21 with Alcohol in the Body,Vista del Sol,Cleared by Arrest
10-12968T,8/28,0325 hrs,8/28 0325 hrs,8/28,0325 hrs Under 21 with Alcohol in the Body,Vista del Sol,Cleared by Arrest
10-12972T,8/28,0500 hrs,8/28 0500 hrs,8/28,0542 hrs Under 21 with Alcohol in the Body,E 6th St / E Veterans Way,Cleared by Arrest
"",,,,,Police Log,,
"",,,,,Arizona State University Police Department,,
"",,,,,"Saturday, August 28, 2010",,
"",,,,Occurred,,,
"",Date,Time,,,,,
Incident #,,,From,,Thru Description,Location,Disposition
"",Reported,Reported,,,,,
"",,,Date Time,Date,Time,,
10-12983T,8/28,1207 hrs,8/27 1700 hrs,8/28,1000 hrs Bicycle Theft,Vista del Sol,Pending
"",,,,,Possession of Marijuana / Possession of Drug,,
10-12987T,8/28,1308 hrs,8/28 1308 hrs,8/28,1308 hrs,Hassayampa Phase II,Cleared by Arrest
"",,,,,Paraphernalia,,
10-12995T,8/28,1634 hrs,8/28 1630 hrs,8/28,1634 hrs Stolen Vehicle,Gammage,Pending
10-12998T,8/28,1720 hrs,8/28 1520 hrs,8/28,1720 hrs Burglary,Bookstore,Pending
10-13005T,8/28,1955 hrs,8/28 1700 hrs,8/28,1955 hrs Theft,Hassayampa Phase II,Pending
"",,,,,Possession of Marijuana / Possession of Drug,,
10-13009T,8/28,2105 hrs,8/28 2105 hrs,8/28,2122 hrs,Cholla Apartments,Cleared by Arrest
"",,,,,Paraphernalia,,
10-13013T,8/28,2207 hrs,8/28 2207 hrs,8/28,2232 hrs Minor in Possession of Alcohol,Vista Del Sol,Cleared by Arrest
"",,,,,Police Log,,
"",,,,,Arizona State University Police Department,,
"",,,,,"Sunday, August 29, 2010",,
"",,,,Occurred,,,
"",Date,Time,,,,,
Incident #,,,From,,Thru Description,Location,Disposition
"",Reported,Reported,,,,,
"",,,Date Time,Date,Time,,
"",,,,,Possession of Suspended License / Minor in Possession,,
10-13027T,8/29,0037 hrs,8/29 0037 hrs,8/29,0057 hrs,Vista Del Sol,Cleared By Arrest
"",,,,,of Alcohol,,
10-13028T,8/29,0107 hrs,8/29 0107 hrs,8/29,0127 hrs Under 21 With Alcohol in the Body,S Alpha Dr / E 6th St,Cleared By Arrest
"",,,,,Aggravated Driving Under the Influence / Driving,E University Dr / S Myrtle,
10-13031T,8/29,0211 hrs,8/29 0211 hrs,8/29,0211 hrs,,Cleared By Arrest
"",,,,,Under the Influence of Alcohol / DUI Above .08,Ave,
10-13037T,8/29,0312 hrs,8/29 0312 hrs,8/29,0824 hrs Possession of Drug Paraphernalia,San Pablo,Cleared By Arrest
10-13041T,8/29,0411 hrs,8/29 0411 hrs,8/29,0455 hrs Criminal Damage / Trespassing,590 S Packard Dr,Cleared By Arrest
10-13042T,8/29,0504 hrs,8/29 0504 hrs,8/29,0504 hrs Property Impound,600 E Tyler Mall,Closed
10-13054P,8/29,1322 hrs,8/22 1300 hrs,8/25,1200 hrs Bike Theft,University Center Building,Pending
10-13055T,8/29,1328 hrs,8/27 1300 hrs,8/29,1328 hrs Vehicle Burglary,Parking Structure 4,Pending
"",,,,,Possession of Marijuana / Possession of Drug,,
10-13056T,8/29,1331 hrs,8/29 1331 hrs,8/29,1349 hrs,Manzanita,Cleared By Arrest
"",,,,,Paraphernalia,,
"",,,,,Criminal Trespass / Theft / Burglary / Displaying,,
10-13058T,8/29,1541 hrs,8/29 1541 hrs,8/29,1547 hrs,Sun Devil Stadium,Cleared By Arrest
"",,,,,Fraudulent License Plate,,
"",,,,,Possession of Marijuana / Possession of Drug,,
10-13070T,8/29,2341 hrs,8/29 2341 hrs,8/29,2341 hrs,Hassayampa Phase 1,Cleared By Arrest
"",,,,,Paraphernalia / Minor in Possession of Alcohol,,
"",,,,,Police Log,,
"",,,,,Arizona State University Police Department,,
"",,,,,"Monday, August 30, 2010",,
"",,,,Occurred,,,
"",Date,Time,,,,,
Incident #,,,From,,Thru Description,Location,Disposition
"",Reported,Reported,,,,,
"",,,Date Time,Date,Time,,
10-13071T,08/30,0219 hrs,08/30 0219 hrs,08/30,0310 hrs Assault,Vista Del Sol,Pending
10-13078T,08/30,0852  hrs,08/29 1900 hrs,08/30,0720 hrs Bicycle Theft,Vista Del Sol,Pending
10-13084E,08/30,1014 hrs,08/30 1000 hrs,08/30,1014 hrs Theft,Academic Center Building,Pending
10-13085T,08/30,1109 hrs,08/27 1700 hrs,08/30,1109 hrs Bicycle Theft,Manzanita,Pending
10-13087E,08/30,1131 hrs,08/24 1600 hrs,08/30,1100 hrs Burglary/Criminal Damage,S Avery / E Verona Ave,Pending
10-13092T,08/30,1204 hrs,08/30 2400 hrs,08/30,1204 hrs Bicycle Theft,Best Hall,Pending
10-13094T,08/30,1218 hrs,08/30 0930 hrs,08/30,1145 hrs Vehicle Burglary,Parking Lot 35,Pending
10-13095P,08/30,1232 hrs,08/29 1200 hrs,08/30,1232 hrs Criminal Damage,Parking Structure at NHI,Pending
10-13098T,08/30,1317 hrs,08/29 1200 hrs,08/30,1220 hrs Fraud,Fulton Center,Pending
10-13104T,08/30,1526 hrs,08/30 1526 hrs,08/30,1541 hrs Possession of Marijuana,Sonora Center,Cleared By Arrest
10-13121T,08/30,1832 hrs,08/30 1530 hrs,08/30,1645 hrs Bicycle Theft,Language & Literature,Pending
10-13123T,08/30,1900 hrs,08/28 2300 hrs,08/30,1600 hrs Theft,Parking Lot 63,Pending
"",,,,,Minor in Possession of Alcohol / Possession of,,
10-13139T,08/30,2228 hrs,08/30 2228 hrs,08/30,2304 hrs Marijuana / Possession of Drug Paraphernalia /,Hassayampa,Cleared By Arrest
"",,,,,Possession of Narcotics,,
10-13140T,08/30,2227 hrs,08/30 2127 hrs,08/30,2227 hrs Bicycle Theft,Hayden Library,Pending
"",,,,,Police Log,,
"",,,,,Arizona State University Police Department,,
"",,,,,"Tuesday, August 31, 2010",,
"",,,,Occurred,,,
"",Date,Time,,,,,
Incident #,,,From,,Thru Description,Location,Disposition
"",Reported,Reported,,,,,
"",,,Date Time,Date,Time,,
10-13168T,8/31,1102 hrs,8/25 0000 hrs,8/25,2359 hrs Theft,Student Recreation Center,Pending
10-13178T,8/31,1445 hrs,8/31 1445 hrs,8/31,1521 hrs Lost Property,325 E Apache Blvd,Pending
10-13183T,8/31,1634 hrs,8/27 0830 hrs,8/31,0830 hrs Bicycle Theft,Physical Sciences H-Wing,Pending
10-13194T,8/31,1932 hrs,8/31 1925 hrs,8/31,1932 hrs Assault and Sexual Abuse,Psychology,Pending
10-13200T,8/31,2236 hrs,8/31 2236 hrs,8/31,2355 hrs Possession of Marijuana,Parking Structure 4,Cleared By Arrest
10-13205T,8/31,2339 hrs,8/31 2339 hrs,9/01,0019 hrs Possession of Paraphernalia,Irish Hall,Cleared By Arrest
