"",,,,,Police Log,,
13-66689T,9/17,1117 hrs,9/17,1117 hrs,9/17,1130 hrs,Criminal Trespass,Memorial Union,Pending
13-66690D,9/17,1129 hrs,9/14,1100 hrs,9/14,2130 hrs,Bike Theft,Ucent,Pending
13-66716D,9/17,1254 hrs,9/17,0916 hrs,9/17,0916 hrs,Aggravated Robbery,Taylor Place,Pending
13-66761T,9/17,1536 hrs,10/1,0000 hrs,10/1,2300 hrs,Sexual Assault,Unknown,Pending
13-66763D,9/17,1548 hrs,9/13,1200 hrs,9/13,1430 hrs,Theft,Cronkite,Pending
"",,,,,,,,E University Dr / S,
13-66799T,9/17,2019 hrs,9/17,2019 hrs,9/17,2040 hrs,Expired Out of State Registration,,Cleared by Arrest
"",,,,,,,,Rural Rd,
13-66802T,9/17,2020 hrs,9/17,0900 hrs,9/17,2000 hrs,Theft,Lot 59E,Pending
13-66831T,9/17,2210 hrs,9/17,1400 hrs,9/17,2030 hrs,Theft,Lot 59E,Pending
13-66856D,9/17,2315 hrs,9/17,2315 hrs,9/17,2355 hrs,Minor in Possession of Alcohol,Taylor Place,Cleared by Arrest
"",,,,,,,,Engineering Research,
13-66864T,9/17,2332 hrs,9/17,2332 hrs,9/18,0016 hrs,"False Reporting to Law Enforcement, Criminal Trespass",,Cleared by Arrest
"",,,,,,,,Center,
"",,,,,Occurred,,,,
"",Date,Time,,,,,,,
Incident #,,,,From,Thru,,Description,Location,Disposition
"",Reported,Reported,,,,,,,
"",,,Date,Time,Date,Time,,,
13-66965T,9/18,0715 hrs,9/17,0630 hrs,9/18,0630 hrs,Criminal Damage,Hayden West,Pending
13-67062T,9/18,1157 hrs,9/17,1523 hrs,9/17,1823 hrs,Criminal Damage,Lot 13,Pending
13-67130T,9/18,1753 hrs,9/18,1753 hrs,9/18,1753 hrs,Harrassment,Vista del Sol,Pending
"",,,,,,,,Interdisciplinary,
13-67185T,9/18,2109 hrs,9/18,1030 hrs,9/18,1230 hrs,Bike Theft,Science & Technology,Pending
"",,,,,,,,2,
"",,,,,Occurred,,,,
"",Date,Time,,,,,,,
Incident #,,,,From,Thru,,Description,Location,Disposition
"",Reported,Reported,,,,,,,
"",,,Date,Time,Date,Time,,,
"",,,,,,,"Possession of Marijuana, Possession of Drug",,
13-67261T,9/19,0025 hrs,9/19,0025 hrs,9/19,0122 hrs,,Parking Structure 4,Cleared by Arrest
"",,,,,,,Paraphernalia,,
13-67376T,9/19,1041 hrs,9/19,1230 hrs,9/19,1300 hrs,Theft,Cowden,Pending
13-67383D,9/19,1057 hrs,9/19,0940 hrs,9/19,1045 hrs,Bike Theft,Mercado,Pending
13-67398T,9/19,1141 hrs,9/19,0200 hrs,9/19,1030 hrs,Bike Theft,McClintock Hall,Pending
