"",,,,Arizona State University Police Department,,
"",,,,"Wednesday, August 24, 2011",,
"",,,,Occurred,,
"",Date,Time,,,,
Incident #,,,From,Thru Description,Location,Disposition
"",Reported,Reported,,,,
"",,,Date Time,Date Time,,
11-14568T,8/24,0023 hrs,8/24 0023 hrs,8/24 0023 hrs Minor With Alcohol In Body,,Cleared By Arrest
11-14578T,8/24,0148 hrs,8/24 0148 hrs,8/24 0148 hrs Minor With Alcohol In Body,Vista Del Sol,Cleared By Arrest
"",,,,"Underage DUI, DUI Alcohol, DUI w/AC Above 0.08,",,
11-14589T,8/24,0353 hrs,8/24 0353 hrs,8/24 0353 hrs,Cholla,Cleared By Arrest
"",,,,and Extreme DUI w/AC between 0.15 and 0.20.,,
"",,,,,Stauffer,
11-14602T,8/24,0905 hrs,8/22 1030hrs,8/24 0905hrs Theft,,Pending
"",,,,,communications,
11-14611T,8/24,1113hrs,8/20 1400 hrs,8/22 1000 hrs Theft,Memorial Union,Pending
11-14614T,8/24,1222 hrs,8/23 2030 hrs,8/24 0655hrs Criminal Damage,Best Hall,Pending
"",,,,,Physical Education,
11-14615T,8/24,1309 hrs,8/24 1309 hrs,8/24 1309 hrs Criminal Damage,,Pending
"",,,,,West,
11-14623D,8/24,1417 hrs,8/23 1930 hrs,8/24 1400 hrs Criminal Damage,Ucent Parking Lot,Pending
11-14634T,8/24,1601 hrs,8/24 1350 hrs,8/24 1400 hrs Theft,ASU Parking Services,Pending
11-14636T,8/24,1638 hrs,8/24 1623 hrs,8/24 1638 hrs Theft,Vista Del Sol,Pending
"",,,,,Physical Sciences H-,
11-14641T,8/24,1737 hrs,8/24 1100 hrs,8/24 1630 hrs Bike Theft,,Pending
"",,,,,"wing,",
11-14663D,8/24,2043 hrs,8/24 1720 hrs,8/24 1720 hrs Theft,Taylor Place,Pending
11-14683t,8/24,2306 hrs,8/24 2306 hrs,8/24 2306 hrs Suspicious Person,Hassayampa Phrase 2,Cleared By Arrest
"",,,,Police Log,,
"",,,,Arizona State University Police Department,,
"",,,,"Thursday, August 25, 2011",,
"",,,,Occurred,,
"",Date,Time,,,,
Incident #,,,From,Thru Description,Location,Disposition
"",Reported,Reported,,,,
"",,,Date Time,Date Time,,
"",,,,,Engineering Research,
11-14691T,8/25,0012 hrs,8/25 0015 hrs,8/25 0015 hrs Nitrogen Leak,,Closed
"",,,,,Center,
11-14707P,8/25,1043 hrs,8/25 1043 hrs,"8/25 1055 hrs Accident, No Injuries",Lot 37,Closed
11-14708T,8/25,1048 hrs,8/25 0900 hrs,8/25 1015 hrs Bicycle Theft,College of Design North,Pending
"",,,,,Physical Sciences-H,
11-14710T,8/25,1154 hrs,8/25 1154 hrs,8/25 1219 hrs Fire Alarm,,Closed
"",,,,,Wing,
11-14712T,8/25,1212 hrs,8/25 1212 hrs,8/25 0230 hrs Theft,Vista Del Sol,Pending
11-14714T,8/25,1248 hrs,8/25 1248 hrs,8/25 1330 hrs Bicycle Theft,Hassayampa Phase II,Pending
11-14716T,8/25,1317 hrs,8/25 1317 hrs,8/25 1854 hrs Criminal Damage,Cereus Hall,Closed
"",,,,,University Center,
11-14717W,8/25,1334 hrs,8/24 1945 hrs,8/24 2100 hrs Theft,,Pending
"",,,,,Building,
11-14728T,8/25,1800 hrs,8/25 1800hrs,8/26 0857 hrs Suspicious Person,Memorial Union,Pending
"",,,,"Possession of Marijuana, Possession of Drug",,
11-14759T,8/25,2318 hrs,8/25 2318 hrs,8/26 0128 hrs,Hassayampa Phase I,Pending
"",,,,"Paraphernalia, Underage Possession of Alcohol",,
11-14760T,8/25,2328 hrs,8/25 2300 hrs,8/26 0124 hrs Injured Person,Coor Hall,Closed
"",,,,Police Log,,
"",,,,Arizona State University Police Department,,
"",,,,"Friday, August 26, 2011",,
"",,,,Occurred,,
"",Date,Time,,,,
Incident #,,,From,Thru Description,Location,Disposition
"",Reported,Reported,,,,
"",,,Date Time,Date Time,,
11-14761T,8/26,1819 hrs,8/26 1819 hrs,8/26 1819 hrs Injured/Ill Person,Palo Verde West,Pending
11-14774T,8/26,0437 hrs,8/25 0435 hrs,8/26 0435 hrs Criminal Damage,Hassyampa,Pending
11-14791T,8/26,1005 hrs,6/25 0800 hrs,8/26 0800 hrs Theft,Physical Education East,Pending
"",,,,,7100 Block East,
11-14804P,8/26,1409 hrs,8/26 0830 hrs,8/26 1345 hrs Criminal Damage,,Pending
"",,,,,Tiburon,
"",,,,"Furnishing Alcohol to Minor, Under 21 with Alcohol in",,
11-14826T,8/26,2111,8/26 2111 hrs,8/26 2120 hrs,Vista Del Sol,Cleared by Arrest
"",,,,Body,,
11-14827T,8/26,2000 hrs,8/26 1930 hrs,8/26 2000 hrs Bike Theft,Memorial Union,Pending
11-14830T,8/26,2152 hrs,8/26 2152 hrs,8/26 2155 hrs Under 21 With Alcohol in Body,Vista Del Sol,Cleared by Arrest
"",,,,Police Log,,
"",,,,Arizona State University Police Department,,
"",,,,"Saturday, August 27, 2011",,
"",,,,Occurred,,
"",Date,Time,,,,
Incident #,,,From,Thru Description,Location,Disposition
"",Reported,Reported,,,,
"",,,Date Time,Date Time,,
"",,,,"DUI-Drugs, Alcohol, Vapor or Combination Thereof,",E. Apache Blvd. / S.,
11-14853T,8/27,0011 hrs,8/27 0011 hrs,8/27 0052 hrs,,Cleared By Arrest
"",,,,DUI-Drugs or Metabolite,Rural Rd.,
11-14862T,8/27,0053 hrs,8/27 0053 hrs,8/27 0231 hrs Minor In Consumption of Alcohol,Vista Del Sol,Cleared By Arrest
11-14866T,8/27,0137 hrs,8/27 0137 hrs,8/27 0205 hrs Minor In Consumption of Alcohol,Hayden South,Cleared By Arrest
11-14890T,8/27,1110 hrs,8/24 2300 hrs,8/25 0530 hrs Bicycle Theft,Palo Verde Main,Pending
"",,,,Police Log,,
"",,,,Arizona State University Police Department,,
"",,,,"Sunday, August 28, 2011",,
"",,,,Occurred,,
"",Date,Time,,,,
Incident #,,,From,Thru Description,Location,Disposition
"",Reported,Reported,,,,
"",,,Date Time,Date Time,,
11-14951T,8/28,0109 hrs,8/28 0109 hrs,8/28 0109 hrs Under 21 With Alcohol In Body,Hassayampa Phrase 1,Cleared By Arrest
11-14958P,8/28,0139 hrs,8/28 0130 hrs,8/28 0135 hrs Found Property,Student Union,Closed
11-14969T,8/28,0448 hrs,8/28 0448 hrs,8/28 0448hrs Under 21 With Alcohol In Body,Cholla Parking Lot,Cleared By Arrest
11-14976T,8/28,0905 hrs,8/28 0905 hrs,8/28 0905 hrs Found Property,Chilis Parking Lot,Closed
11-14986T,8/28,1650 hrs,8/25 0530 hrs,8/25 0700 hrs Theft,Sun Angel Stadium,Pending
"",,,,,E Vecino Ave/S Essex,
11-15003P,8/28,2312 hrs,8/28 2305 hrs,8/28 2305 hrs Criminal Damage,,Pending
"",,,,,St,
"",,,,Police Log,,
"",,,,Arizona State University Police Department,,
"",,,,"Monday, August 29, 2011",,
"",,,,Occurred,,
"",Date,Time,,,,
Incident #,,,From,Thru Description,Location,Disposition
"",Reported,Reported,,,,
"",,,Date Time,Date Time,,
"",,,,,Business administration,
11-15024T,8/29,0829 hrs,8/28 1630 hrs,8/28 0100 hrs Criminal Damage,,Pending
"",,,,,C,
11-15028T,8/29,1026 hrs,8/26 1345 hrs,8/26 1500 hrs Theft,Physical Science H,Pending
11-15033T,8/29,1137 hrs,8/29 1137 hrs,8/29 1137 hrs Accident Non-Injury,Parking Structure 3,Cleared By Arrest
11-15041T,8/29,1318 hrs,8/29 1150 hrs,8/29 1300 hrs Bike Theft,Language and Literature,Pending
11-15043T,8/29,1330 hrs,8/26 000 hrs,8/26 000 hrs Theft,Memorial Union,Pending
11-15044T,8/29,1410 hrs,4/28 1700 hrs,4/29 1500 hrs Bike Theft,Vista Del Sol,Pending
11-15048T,8/29,1525 hrs,8/19 0900 hrs,8/19 1030 hrs Theft,Physical Science D,Pending
"",,,,,Student Services,
11-15051T,8/29,1605 hrs,8/29 1545 hrs,8/29 1600 hrs Bike Theft,,Pending
"",,,,,Building,
11-15052T,8/29,1607 hrs,8/1 000 hrs,8/1 000 hrs Theft,Parking Structure 2,Pending
11-15054T,8/29,1615 hrs,8/25 1700 hrs,8/29 0900 hrs Bike Theft,Cereus Hall,Pending
11-15056T,8/29,1637 hrs,8/25 1515 hrs,8/29 1515 hrs Bike Theft,Hassayampa Phrase 2,Pending
11-15058T,8/29,1719 hrs,8/29 1445 hrs,8/29 1700 hrs Bike Theft,Physical Science H,Pending
"",,,,,E University/ S Rural,
11-15064T,8/29,1916 hrs,8/29 1200 hrs,8/29 1730 hrs Bike Theft,,Pending
"",,,,,Rd,
11-15069T,8/29,2019 hrs,8/29 2019 hrs,8/29 2019 hrs Theft,Fulton Parking Structure,Pending
11-15091T,8/29,2316 hrs,8/29 2316 hrs,8/29 2316 hrs Assault,Parking Structure 2,Cleared By Arrest
"",,,,Police Log,
"",,,,Arizona State University Police Department,
"",,,,"Tuesday, August 30, 2011",
"",,,,Occurred,
"",Date,Time,,,
Incident #,,,From,Thru Description,Location Disposition
"",Reported,Reported,,,
"",,,Date Time,Date Time,
11-15096T,8/30,0007 hrs,8/30 0007 hrs,"8/30 2045 hrs Assault, Disorderly Conduct",Hassayampa Phase II Pending
"",,,,,E. Apache Blvd. / S.
11-15104T,8/30,0441 hrs,8/30 0441 hrs,8/30 0536 hrs Driving on a Suspended License,Cleared by Arrest
"",,,,,Rural Rd.
"",,,,,7000 Block of E. Vance
11-15124P,8/30,0955 hrs,1/2006 0000 hrs,8/30 1054 hrs Child Molestation,Pending
"",,,,,Ave.
11-15135T,8/30,1159 hrs,8/30 1020 hrs,8/30 1140 hrs Bicycle Theft,Discovery Hall Pending
"",,,,,Nursing and Health
11-15150D,8/30,1500 hrs,8/24 1800 hrs,8/30 1000 hrs Theft,Care Innovation Parking Pending
"",,,,,Structure
"",,,,,Physical Education
11-15152T,8/30,1509 hrs,8/29 2030 hrs,8/29 2030 hrs Theft,Pending
"",,,,,West Building
11-15157T,8/30,1550 hrs,8/30 1315 hrs,8/30 1540 hrs Theft,Fulton Parking Structure Pending
11-15164T,8/30,1713 hrs,8/30 0755 hrs,8/30 1715 hrs Hit and Run Accident,Parking Structure 4 Pending
11-15173P,8/30,1956 hrs,8/30 2000 hrs,8/31 0323 hrs Suicide Attempt or Threat,Veteran's Hospital Pending
11-15175T,8/30,2016 hrs,8/30 1830 hrs,8/30 2010 hrs Bicycle Theft,Noble Library Pending
11-15187T,8/30,2204 hrs,8/30 1800 hrs,8/30 2200 hrs Bicycle Theft,Noble Library Pending
11-15193P,8/30,2247 hrs,8/30 2247 hrs,8/31 0008 hrs Minor in Possession of Alcohol,Eagle Hall Cleared by Arrest
11-15196T,8/30,2254 hrs,8/30 2254 hrs,8/31 0505 hrs Possession of Marijuana,McClintock Hall Pending
"",,,,Police Log,,
"",,,,Arizona State University Police Department,,
"",,,,"Wednesday, August 31, 2011",,
"",,,,Occurred,,
"",Date,Time,,,,
Incident #,,,From,Thru Description,Location,Disposition
"",Reported,Reported,,,,
"",,,Date Time,Date Time,,
11-15246T,8/31,1134 hrs,8/31 1134 hrs,8/31 1134 hrs Property Found,Cholla,Pending
11-15252D,8/31,1227 hrs,8/31 1227 hrs,8/31 1227 hrs Bike Theft,Ucent,Pending
"",,,,,6400 Block S.,
11-15254P,8/31,1227 hrs,8/29 1730 hrs,8/30 0900 hrs Bike Theft,,Pending
"",,,,,Sagewood,
11-15255T,8/31,1251 hrs,8/26 1630 hrs,8/31 1245 hrs Bike Theft,Parking Structure 1,Pending
11-15262T,8/31,1404 hrs,8/30 1900 hrs,8/31 1130 hrs Bike Theft,Honors Hall,Pending
11-15264T,8/31,1444 hrs,8/31 1429 hrs,8/31 1444 hrs Theft,Art Warehouse,Pending
11-15270T,8/31,1500 hrs,8/31 1500 hrs,8/31 1500 hrs Information,Cereus Hall,Closed
