14-64273T,9/3,2145 hrs,9/3,2145 hrs,9/3,2145 hrs,Bike Theft,Coor,Cleared By Arrest
14-64289T,9/3,0840 hrs,9/1,2000 hrs,9/2,2330 hrs,Burglary,Parking Structure 4,Pending
14-64333T,9/3,1032 hrs,9/3,0800 hrs,9/3,0845 hrs,Bike Theft,Music W,Pending
14-64415T,9/3,1657 hrs,9/3,1445 hrs,9/3,1445 hrs,Theft,Bookstore,Pending
14-64416T,9/3,1708 hrs,9/3,0900 hrs,9/3,1030 hrs,Bike Theft,Language and Literature,Pending
14-64433T,9/3,1858 hrs,9/3,1500 hrs,9/3,1830 hrs,Bike Theft,Hayden Library,Pending
14-64467T,9/3,2134 hrs,9/3,2134 hrs,9/3,2134 hrs,Criminal Damage,East Practice Field,Pending
14-64514T,9/3,2351 hrs,9/3,2351 hrs,9/3,2351 hrs,Possession of Marijuana and Drug Paraphernalia,West Hall,Pending
"",,,,,Occurred,,,,
"",Date,Time,,,,,,,
Incident #,,,,From,Thru,,Description,Location,Disposition
"",Reported,Reported,,,,,,,
"",,,Date,Time,Date,Time,,,
14-64560T,9/4,0353 hrs,9/4,0353 hrs,9/4,0353 hrs,Under 21 with Alcohol in Body,Parking Lot 59,Cleared By Arrest
14-64609W,9/4,0949 hrs,9/2,0930 hrs,9/3,1300 hrs,Burglary,2nd Stage West,Pending
"",,,,,,,,School of Human,
14-64661T,9/4,1508 hrs,7/4,0000 hrs,9/3,0000 hrs,Burglary,,Pending
"",,,,,,,,Evolution,
14-64768T,9/4,2245 hrs,9/4,2245 hrs,9/4,2245 hrs,Possession of Drug Paraphernalia,Barrett Honors College,Cleared By Arrest
14-64782T,9/4,2346 hrs,9/4,2346 hrs,9/4,2346 hrs,DUI,Parking Structure 4,Cleared By Arrest
"",,,,,Occurred,,,,
"",Date,Time,,,,,,,
Incident #,,,,From,Thru,,Description,Location,Disposition
"",Reported,Reported,,,,,,,
"",,,Date,Time,Date,Time,,,
"",,,,,,,"Minor with Alcohol in Body, Disorderly Conduct,",,
14-64791T,9/5,0114 hrs,9/5,0114 hrs,9/5,0114 hrs,,Vista Del Sol,Cleared By Arrest
"",,,,,,,Littering,,
14-64816T,9/5,0248 hrs,9/5,0248 hrs,9/5,0248 hrs,DUI,S Rural Rd/E Broadway,Cleared By Arrest
"",,,,,,,,W Ray Rd/ S Price,
14-64828P,9/5,0550 hrs,9/5,0550 hrs,9/5,0550 hrs,"Reckless Driving, Criminal Speed",,Cleared By Arrest
"",,,,,,,,FWY,
14-64932D,9/5,1627 hrs,8/31,1800 hrs,9/5,1400 hrs,Bike Theft,Cronkite School,Pending
14-64987T,9/5,2039 hrs,9/5,2039 hrs,9/5,2039 hrs.,Theft,ASU Police Department,Pending
"",,,,,Occurred,,,,
"",Date,Time,,,,,,,
Incident #,,,,From,Thru,,Description,Location,Disposition
"",Reported,Reported,,,,,,,
"",,,Date,Time,Date,Time,,,
14-65048T,9/6,0014 hrs,9/6,0014 hrs,9/6,0014 hrs,Minor with Alcohol in Body,Hassayampa,Cleared By Arrest
14-65063D,9/6,0057 hrs,9/6,0057 hrs,9/6,0057 hrs,Minor with Alcohol in Body,Taylor Place,Cleared By Arrest
"",,,,,,,,S Mill Ave/ E,
14-65064T,9/6,0057 hrs,9/6,0057 hrs,9/6,0057 hrs,Littering,,Cleared By Arrest
"",,,,,,,,University Dr,
"",,,,,,,,900 Block of Apache,
14-65097T,9/6,0234 hrs,9/6,0234 hrs,9/6,0234 hrs,Minor with Alcohol in Body,,Cleared By Arrest
"",,,,,,,,Blvd,
"",,,,,,,DUI Extreme w/BAC of 0.15 or More But Less Than,E University Dr/S Rural,
14-65104T,9/6,0301 hrs,9/6,0301 hrs,9/6,0301 hrs,,,Cleared By Arrest
"",,,,,,,"0.20, DUI w/ Bac .08 or Higher, DUI",Rd,
14-65144D,9/6,0744 hrs,9/5,2300 hrs,9/6,0738 hrs,Criminal Damage,Mercado Building F,Pending
14-65176T,9/6,1130 hrs,9/6,0745 hrs,9/6,1100 hrs,Bike Theft,Engineering D,Pending
14-65190T,9/6,1231 hrs,9/6,1231 hrs,9/6,1231 hrs,Vehicle Burglary,Parking Structure 4,Pending
14-65195T,9/6,1337 hrs,9/2,0800 hrs,9/6,0845 hrs,Bike Theft,Barrett Hall,Pending
"",,,,,,,"Damage to Vehicle Failure to Remain, Unattended",,
14-65203T,9/6,1435 hrs,9/6,1435 hrs,9/6,1435 hrs,,Parking Structure1,Cleared By Arrest
"",,,,,,,"Vehicle Fail to Leave Information, Accident Non jury",,
"",,,,,,,,Sun Devil Fitness,
14-65217T,9/6,1815 hrs,9/6,0000 hrs,9/6,1815 hrs,Burglary,,Pending
"",,,,,,,,Center,
"",,,,,,,,E Apache Blvd/ S Paseo,
14-65248T,9/6,2007 hrs,9/6,2007 hrs,9/6,2007 hrs,Driving While Suspended Driver's License,,Cleared By Arrest
"",,,,,,,,Del Saber,
14-65262T,9/6,2054 hrs,9/6,2054 hrs,9/6,2054 hrs,Minor with Alcohol in Body,Hassayampa,Cleared By Arrest
14-65311T,9/6,2334 hrs,9/6,2334 hrs,9/6,2334 hrs,Minor with Alcohol in Body,500 Block of 13th St.,Cleared By Arrest
14-65318T,9/6,2356 hrs,9/6,0800 hrs,9/6,2345 hrs,Vehicle Burglary,Parking Structure 1,Pending
"",,,,,Occurred,,,,
"",Date,Time,,,,,,,
Incident #,,,,From,Thru,,Description,Location,Disposition
"",Reported,Reported,,,,,,,
"",,,Date,Time,Date,Time,,,
"",,,,,,,,S Mill Ave/W,
14-65338T,9/7,0101 hrs,9/7,0101 hrs,9/7,101hrs,"DUI, DUI w/BAC of .08 or Higher",,Cleared By Arrest
"",,,,,,,,Broadway Rd,
14-65340T,9/7,0109 hrs,9/7,0109 hrs,9/7,0109 hrs,Driving with Suspended License,S Price Rd/ E Broadway,Cleared By Arrest
"",,,,,,,"Possession of Drug Paraphernalia, Possession of",,
14-65345T,9/7,0117 hrs,9/7,0117 hrs,9/7,0117 hrs,,Best Hall,Pending
"",,,,,,,Marijuana,,
"",,,,,,,,S Dorsey Ln/ E,
14-65351T,9/7,0146 hrs,9/7,0146 hrs,9/7,0146 hrs,Driving with Suspended License,,Cleared By Arrest
"",,,,,,,,Broadway Rd,
14-65378T,9/7,0405 hrs,9/7,0130 hrs,9/7,0130 hrs,Theft,Ocotillo Hall,Pending
14-65384T,9/7,0449 hrs,9/7,0000 hrs,9/7,0449 hrs,Criminal Damage,Villas Hall,Pending
14-65459D,9/7,1340 hrs,9/7,0000 hrs,9/7,1340 hrs,Criminal Damage,Taylor Place,Pending
14-65461T,9/7,1356 hrs,9/7,0100 hrs,9/7,1200 hrs,Burglary,Hayden Hall,Pending
14-65490T,9/7,1749 hrs,9/6,1900 hrs,9/7,1300 hrs,Criminal Damage,Manzanita Hall,Pending
14-65497T,9/7,1913 hrs,9/6,2300 hrs,9/7,1800 hrs,Theft,Palo Verde Main,Pending
"",,,,,,,"Possession of Drug Paraphernalia, Possession of",,
14-65508D,9/7,2114 hrs,9/7,2114 hrs,9/7,2114 hrs,,Taylor Place,Pending
"",,,,,,,Marijuana,,
14-65522T,9/7,2241 hrs,9/7,2241 hrs,9/7,2241 hrs,Possession of Drug Paraphernalia,Hassayampa,Cleared By Arrest
"",,,,,Occurred,,,,
"",Date,Time,,,,,,,
Incident #,,,,From,Thru,,Description,Location,Disposition
"",Reported,Reported,,,,,,,
"",,,Date,Time,Date,Time,,,
14-65617T,9/8,0936 hrs,9/7,1500 hrs,9/8,0830 hrs,Bike Theft,Hayden Hall West,Pending
14-56528T,9/8,1004 hrs,9/5,1900 hrs,9/6,1200 hrs,Burglary,600 E University Dr,Pending
14-65639T,9/8,1050 hrs,9/3,2300 hrs,9/4,0730 hrs,Theft,Cholla Apartments,Pending
14-65645T,9/8,1119 hrs,9/5,0000 hrs,9/5,2359 hrs,Fraud,Interdisplinary Bldg 2,Pending
14-65678T,9/8,1353 hrs,9/7,1400 hrs,9/7,1800 hrs,Attempted Burglary from Vehicle,Parking Structure 2,Pending
14-65722T,9/8,1654 hrs,9/8,0800 hrs,9/8,1700 hrs,Bike Theft,School of Music E,Pending
14-65734T,9/8,1907 hrs,9/8,1200 hrs,9/8,1900 hrs,Bike Theft,Coor,Pending
14-65742T,9/8,2002 hrs,9/8,2002 hrs,9/8,2002 hrs,Possession of Marijuana,Tyler Place,Cleared By Arrest
"",,,,,Occurred,,,,
"",Date,Time,,,,,,,
Incident #,,,,From,Thru,,Description,Location,Disposition
"",Reported,Reported,,,,,,,
"",,,Date,Time,Date,Time,,,
14-65899P,9/9,0929 hrs,9/9,0929 hrs,9/9,0929 hrs,Driving with Suspended License,Williams Campus Loop,Cleared By Arrest
14-65959T,9/9,1326 hrs,9/9,0000 hrs,9/9,1326 hrs,Bike Theft,McClintock Hall,Pending
14-65981T,9/9,1419 hrs,9/8,1930 hrs,9/8,2100 hrs,Theft,Barrett Honors College,Pending
14-65982T,9/9,1426 hrs,9/8,1930 hrs,9/8,2100 hrs,Theft,Barrett Honors College,Pending
14-66039T,9/9,1946 hrs,9/9,1946 hrs,9/9,1946 hrs,Assault,University Center,Cleared By Arrest
14-66050T,9/9,2049 hrs,9/9,2029 hrs,9/9,2019 hrs,Assault,Adelphi Commons 2,Pending
14-66063T,9/9,2129 hrs,9/9,2129 hrs,9/9,2129 hrs,Possession of Marijuana and Drug Paraphernalia,Palo Verde West,Cleared By Arrest
14-66067T,9/9,2208 hrs,9/9,2208 hrs,9/9,2208 hrs,Possession of Drug Paraphernalia,San Pablo East,Cleared By Arrest
"",,,,,Occurred,,,
"",Date,Time,,,,,,
Incident #,,,,From,Thru,,Description,Location Disposition
"",Reported,Reported,,,,,,
"",,,Date,Time,Date,Time,,
14-66104P,9/10,0053 hrs,9/10,0053 hrs,9/10,0053 hrs,DUI,S Power Rd/E Pecos Rd Cleared By Arrest
14-66118T,9/10,0507 hrs,9/10,0430 hrs,9/10,0455 hrs,Theft,Hayden Library Pending
"",,,,,,,,S Edgewater/E
14-66144P,9/10,0754 hrs,9/10,0754 hrs,9/10,0754 hrs,Driving on Suspended License,Cleared By Arrest
"",,,,,,,,Williams
14-66171T,9/10,0955 hrs,8/28,1650 hrs,9/10,1258 hrs,Fraud,Irish Hall Pending
14-66192T,9/10,1128 hrs,9/8,2200 hrs,9/9,0000 hrs,Theft,Barrett Honors College Pending
14-66221D,9/10,1445 hrs,9/9,1800 hrs,9/10,1415 hrs,Bike Theft,Taylor Place Pending
14-66230T,9/10,1541 hrs,9/10,1526 hrs,9/10,1526 hrs,Theft,College of Design North Pending
"",,,,,Occurred,,,,
"",Date,Time,,,,,,,
Incident #,,,,From,Thru,,Description,Location,Disposition
"",Reported,Reported,,,,,,,
"",,,Date,Time,Date,Time,,,
"",,,,,,,,Children's Campus,
14-66375T,9/11,0548 HRS,9/11,0548 hrs,9/11,0548 hrs,Suspicious Person,,Cleared By Arrest
"",,,,,,,,Center,
"",,,,,,,,Physical Education,
14-66401T,9/11,0803 hrs,9/10,1600 hrs,9/11,0930 hrs,Burglary,,Pending
"",,,,,,,,West,
14-66430T,9/11,1043 hrs,9/10,1800 hrs,9/11,0600 hrs,Theft,Hayden Library,Pending
14-66475T,9/11,1432 hrs,9/11,0000 hrs,9/11,1432 hrs,Sexual Assault,Barrett Honors College,Pending
14-66489T,9/11,1529 hrs,9/10,1736 hrs,9/11,1510 hrs,Bike Theft,San Pablo West,Pending
14-66500T,9/11,1654 hrs,9/11,1600 hrs,9/11,1600 hrs,Theft,Manzanita,Pending
14-66506T,9/11,1749 hrs,9/11,1600 hrs,9/11,1730 hrs,Bike Theft,Nursing and Health,Pending
14-66509T,9/11,1803 hrs,9/11,1100 hrs,9/11,1300 hrs,Vehicle Theft,Carsen Athletics,Pending
14-66511T,9/1,1808 hrs,9/11,1755 hrs,9/11,1800 hrs,Theft,Barrett Honors College,Pending
14-66546T,9/11,1957 hrs,9/10,2000 hrs,9/11,1900 hrs,Burglary,Parking Structure 5,Pending
"",,,,,Occurred,,,,
"",Date,Time,,,,,,,
Incident #,,,,From,Thru,,Description,Location,Disposition
"",Reported,Reported,,,,,,,
"",,,Date,Time,Date,Time,,,
14-66623T,9/12,0039 hrs,9/12,0039 hrs,9/12,0039 hrs,Possession of Drug Paraphernalia,Palo Verde West,Cleared by Arrest
14-66665T,9/12,0436 hrs,9/11,1230 hrs,9/12,0430 hrs,Criminal Damage,Wells Fargo Arena,Pending
14-66683T,9/12,0731 hrs,9/12,0430 hrs,9/12,0731 hrs,Criminal Damage,Villas at Vista,Pending
14-66693T,9/12,0823 hrs,9/10,0215 hrs,9/12,0823 hrs,Criminal Damage,Villas at Vista,Pending
14-66694T,9/12,0825 hrs,8/25,0800 hrs,8/25,1600 hrs,Theft,Engineering Center F,Pending
14-66640T,9/12,1151 hrs,9/12,1100 hrs,9/12,1100 hrs,Hit and Run,Parking Structure 5,Pending
14-66752T,9/12,1230 hrs,9/12,0945 hrs,9/12,1200 hrs,Criminal Damage,Wells Fargo Arena,Pending
14-66790T,9/12,1611 hrs,9/12,1430 hrs,9/12,1530 hrs,Theft,Manzanita,Pending
"",,,,,,,,Sun Devil Fitness,
14-66793D,9/12,1621 hrs,9/12,1300 hrs,9/12,1615 hrs,Bike Theft,,Pending
"",,,,,,,,Center,
14-66798T,9/12,1727 hrs,9/12,1727 hrs,9/12,1727 hrs,Trespass Loitering,Vista Del Sol,Cleared by Arrest
14-66879T,9/12,2327 hrs,9/12,2327 hrs,9/12,2327 hrs,Minor Under 21 with Alcohol,S Priest Dr/E 13th St,Cleared by Arrest
"",,,,,Occurred,,,,
"",Date,Time,,,,,,,
Incident #,,,,From,Thru,,Description,Location,Disposition
"",Reported,Reported,,,,,,,
"",,,Date,Time,Date,Time,,,
"",,,,,,,,1700 block E Gaylon,
14-66898T,9/13,0006 hrs,9/13,0006 hrs,9/13,0006 hrs,Under 21 with Alcohol in Body,,Cleared By Arrest
"",,,,,,,,Dr,
14-66919T,9/13,0111 hrs,9/13,0111 hrs,9/13,0111 hrs,Under 21 with Alcohol in Body,Sonora Center,Cleared By Arrest
14-66921T,9/13,0115 hrs,9/13,0115 hrs,9/13,0115 hrs,Under 21 with Alcohol in Body,Hassayampa,Cleared By Arrest
14-66928T,9/13,0145 hrs,9/13,0145 hrs,9/13,0145 hrs,Under 21 with Alcohol in Body,Juniper,Cleared By Arrest
"",,,,,,,,E Apache Blv/S Mill,
14-66940T,9/13,0237 hrs,9/13,0237 hrs,9/13,0237 hrs,Public Urination,,Cleared By Arrest
"",,,,,,,,Ave,
14-66943T,9/13,0241 hrs,9/13,0241 hrs,9/13,0241 hrs,Under 21 with Alcohol in Body,Villas at Vista,Cleared By Arrest
14-67069T,9/13,1823 hrs,9/10,2200 hrs,9/11,0030 hrs,Theft,Parking Lot 19,Pending
14-67109T,9/13,2056 hrs,9/13,2056 hrs,9/13,2056 hrs,Under 21 with Alcohol in Body,The District,Cleared By Arrest
14-67147T,9/13,2343 hrs,9/13,2343 hrs,9/13,2343 hrs,Under 21 in Possession of Alcohol,1000 block of 12th Pl,Cleared By Arrest
"",,,,,Occurred,,,,
"",Date,Time,,,,,,,
Incident #,,,,From,Thru,,Description,Location,Disposition
"",Reported,Reported,,,,,,,
"",,,Date,Time,Date,Time,,,
14-67157T,9/14,0036 hrs,9/14,0036 hrs,9/14,0036 hrs,Under 21 with Alcohol in Body,E Santa Cruz/E Riviera,Cleared by Arrest
14-67187T,9/14,0214 hrs,9/14,0214 hrs,9/14,0214 hrs,Under 21 with Alcohol in Body,900 blk of S Terrace Rd,Cleared by Arrest
14-67254T,9/14,1000 hrs,9/14,1000 hrs,9/14,1000 hrs,Possession of Drug Paraphernalia,S Ash Ave/W Univ Dr,Cleared by Arrest
14-67290T,9/14,1442 hrs,9/14,0100 hrs,9/14,0230 hrs,Theft,Hassayampa,Pending
14-67360D,9/14,2250 hrs,9/14,2250 hrs,9/14,2250 hrs,Robbery,Walter Cronkite School,Pending
"",,,,,Occurred,,,,
"",Date,Time,,,,,,,
Incident #,,,,From,Thru,,Description,Location,Disposition
"",Reported,Reported,,,,,,,
"",,,Date,Time,Date,Time,,,
14-67395D,9/15,0207 hrs,9/15,0207 hrs,9/15,0207 hrs,Possession of Drug Paraphernalia,E 7th St/S Forest Ave,Cleared By Arrest
14-67416D,9/15,0355 hrs,9/15,0355 hrs,9/15,0355 hrs,Driving on Suspended License,N 3rd St/E Garfield St,Cleared By Arrest
14-67452T,9/15,0823 hrs,9/14,1100 hrs,9/14,2000 hrs,Bike Theft,Wrigley Hall,Pending
14-67464T,9/15,0902 hrs,9/15,0750 hrs,9/15,0845 hrs,Bike Theft,Music East,Pending
14-67466T,9/15,0918 hrs,9/12,1600 hrs,9/15,0750 hrs,Bike Theft,Manzanita,Pending
14-67474P,9/15,0952 hrs,9/9,1530 hrs,9/10,0730 hrs,Theft,Creativity Hall,Pending
14-67503T,9/15,1111 hrs,8/26,1700 hrs,8/27,0930 hrs,Criminal Damage,Physical Sciences F,Pending
14-67554T,9/15,1410 hrs,9/12,1000 hrs,9/15,1130 hrs,Bike Theft,Agave,Pending
"",,,,,,,,S Cedar St/E Spence,
14-67592T,9/15,1706 hrs,9/15,1706 hrs,9/15,1706 hrs,Driving on Suspended License,,Cleared By Arrest
"",,,,,,,,Ave,
14-67612D,9/15,1921 hrs,9/15,1900 hrs,9/15,1930 hrs,Threatening or Intiminating,Taylor Place,Pending
14-67625T,9/15,2036 hrs,9/12,1800 hrs,9/14,1100 hrs,Theft,College of Design,Pending
14-67645T,9/15,2140 hrs,9/15,2140 hrs,9/15,2140 hrs,Possession of Drug Paraphernalia,Hassayampa,Cleared By Arrest
"",,,,,Occurred,,,,
"",Date,Time,,,,,,,
Incident #,,,,From,Thru,,Description,Location,Disposition
"",Reported,Reported,,,,,,,
"",,,Date,Time,Date,Time,,,
14-67838T,9/16,1237 hrs,9/15,1900 hrs,9/16,1000 hrs,Fraud,Memorial Union,Pending
14-67841T,9/16,1248 hrs,9/16,1215 hrs,9/16,1245 hrs,Theft,Memorial Union,Pending
14-67855T,9/16,1322 hrs,9/16,1200 hrs,9/16,1230 hrs,Criminal Damage,Chili's,Pending
"",,,,,,,,Sun Devil Fitness,
14-67860T,9/16,1339 hrs,9/15,2200 hrs,9/15,2215 hrs,Theft,,Pending
"",,,,,,,,Center,
14-67875T,9/16,1446 hrs,8/5,1200 hrs,9/5,1200 hrs,Theft,West Hall,Pending
14-67893T,9/16,1637 hrs,9/10,2100 hrs,9/13,1027 hrs,Harassment,Hassayampa,Pending
14-67932T,9/16,2010 hrs,9/16,2010 hrs,9/16,2010 hrs,Driving with a Suspended License,E University/Dorsey Ln,Cleared by Arrest
14-67941T,9/16,2035 hrs,9/16,1755 hrs,9/16,2035 hrs,"Theft, Criminal Damage",Schwada,Pending
14-67952D,9/16,2127 hrs,9/16,2127 hrs,9/16,2127 hrs,Driving with a Suspended License,N 7th St/E Roosevelt St,Cleared by Arrest
14-67985T,9/16,2325 hrs,9/16,0100 hrs,9/16,2300 hrs,Burglary,Parking Structure 4,Pending
14-67989T,9/16,2348 hrs,9/14,1800 hrs,9/16,2340 hrs,Burglary,Parking Structure 4,Pending
"",,,,,Occurred,,,,
"",Date,Time,,,,,,,
Incident #,,,,From,Thru,,Description,Location,Disposition
"",Reported,Reported,,,,,,,
"",,,Date,Time,Date,Time,,,
14-68006T,9/17,0007 hrs,9/14,2215 hrs,9/17,0007 hrs,Vehicle Burglary,Parking Structure 4,Pending
14-68115P,9/17,1026 hrs,7/15,1800 hrs,9/8,1030 hrs,Burglary,North Desert Village,Pending
14-68119P,9/17,1024 hrs,8/29,1630 hrs,9/9,0930 hrs,Theft,South Desert Village,Pending
14-68154T,9/17,1344 hrs,9/3,1500 hrs,9/3,1500 hrs,"Forgery, Fraud",Memorial Union,Pending
"",,,,,,,,School Human,
14-68202T,9/17,1743 hrs,7/16,0000 hrs,8/11,2359 hrs,Theft,,Pending
"",,,,,,,,Evolution,
14-68220T,9/17,1840 hrs,9/17,1800 hrs,9/17,1800 hrs,Sexual Assault,Barrett Honors College,Pending
14-68265D,9/17,2153 hrs,9/17,1415 hrs,9/17,2130 hrs,Bike Theft,Ucent,Pending
"",,,,,Occurred,,,,
"",Date,Time,,,,,,,
Incident #,,,,From,Thru,,Description,Location,Disposition
"",Reported,Reported,,,,,,,
"",,,Date,Time,Date,Time,,,
14-68327T,9/18,0143 hrs,9/18,0143 hrs,9/18,0143 hrs,"Possession of Marijuana, Drug Paraphernalia",Parking Structure 4,Cleared by Arrest
"",,,,,,,"Harassment, Possession of Marijuana, Drug",,
14-68445T,9/18,1224 hrs,9/18,1224 hrs,9/18,1224 hrs,,Memorial Union,Cleared by Arrest
"",,,,,,,Paraphernalia,,
14-68478T,9/18,1448 hrs,9/18,1418 hrs,9/18,1448 hrs,Bike Theft,Towers Apartments,Pending
"",,,,,,,,Sun Devil Fitness,
14-68522D,9/18,1900 hrs,9/18,1840 hrs,9/18,1850 hrs,Bike Theft,,Pending
"",,,,,,,,Center,
14-68539T,9/18,2033 hrs,9/18,2033 hrs,9/18,2033 hrs,Reckless Driving,Parking Structure 7,Pending
14-68590T,9/18,2258 hrs,9/18,0200 hrs,9/18,1105 hrs,Burglary,Hayden Hall,Pending
"",,,,,Occurred,,,
"",Date,Time,,,,,,
Incident #,,,,From,Thru,,Description,Location Disposition
"",Reported,Reported,,,,,,
"",,,Date,Time,Date,Time,,
14-68600T,9/19,0003 hrs,9/17,2100 hrs,9/18,0742 hrs,Bike Theft,Hayden West Pending
14-68643T,9/19,0253 hrs,9/19,0000 hrs,9/19,0253 hrs,Public Urination,Hassayampa Pending
14-68662T,9/19,0637 hrs,9/19,0340 hrs,9/19,0637 hrs,Criminal Damage,Business Administration Pending
"",,,,,,,,Lab Computer
14-68672W,9/19,0742 hrs,9/19,0730 hrs,9/19,0730 hrs,Bike Theft,Pending
"",,,,,,,,Classroom
14-68681W,9/19,0743 hrs,9/19,730 hrs,9/19,0730 hrs,Criminal Damage,West Competition Field Pending
14-68693P,9/19,0943 hrs,9/12,1200 hrs,9/19,0900 hrs,Bike Theft,Taylor Place Pending
14-68726T,9/19,1312 hrs,9/18,1327 hrs,9/19,1145 hrs,Theft,Villas Pending
"",,,,,,,,Sun Devil Fitness
14-68750W,9/19,1611 hrs,9/4,1700 hrs,9/18,0700 hrs,Theft,Pending
"",,,,,,,,Center
14-68755T,9/19,1649 hrs,9/19,1458 hrs,9/19,1610 hrs,Indecent Exposure,ASU Police Department Pending
14-68767T,9/19,1744 hrs,9/19,1000 hrs,9/19,1715 hrs,Theft,Engineering A Pending
14-68797T,9/19,2018 hrs,9/19,2218 hrs,9/19,2218 hrs,Possession of Marijuana,Palo Verde East Pending
14-68855T,9/19,2321 hrs,9/19,1800 hrs,9/19,2321 hrs,Criminal Damage,Irish A Pending
14-68859P,9/19,2337 hrs,9/19,2337 hrs,9/19,2337 hrs,"Aggravated Robbery, Assault",6800 Block of Valwood Pending
"",,,,,Occurred,,,,
"",Date,Time,,,,,,,
Incident #,,,,From,Thru,,Description,Location,Disposition
"",Reported,Reported,,,,,,,
"",,,Date,Time,Date,Time,,,
14-68875T,9/20,0035 hrs,9/20,0035 hrs,9/20,0035 hrs,"Possession of Marijuana, Drug Paraphernalia",Barrett Honors College,Cleared By Arrest
14-68877W,9/20,0123 hrs,9/20,0123 hrs,9/20,0123 hrs,Disorderly Conduct,Las Casas/WL19 North,Cleared By Arrest
14-69035T,9/20,2039 hrs,9/20,2039 hrs,9/20,2039 hrs,Under 21 with Alcohol in Body,Manzanita,Cleared By Arrest
14-69047T,9/20,2156 hrs,9/20,2156 hrs,9/20,2156 hrs,Under 21 with Alcohol in Body,Tempe PD Substation,Cleared By Arrest
"",,,,,Occurred,,,,
"",Date,Time,,,,,,,
Incident #,,,,From,Thru,,Description,Location,Disposition
"",Reported,Reported,,,,,,,
"",,,Date,Time,Date,Time,,,
14-69101T,9/21,0152 hrs,9/21,0152 hrs,9/21,0152 hrs,Under 21 with Alcohol in Body,Tmall,Cleared by Arrest
14-69218T,9/21,1455 hrs,9/21,1455 hrs,9/21,1510 hrs,Assault,Manzanita,Pending
"",,,,,,,"Driving on Suspended License, Plates Suspended for",,
14-69239T,9/21,1843 hrs,9/21,1843 hrs,9/21,1843 hrs,,Robson Player Facility,Cleared by Arrest
"",,,,,,,Financial Responsibility,,
"",,,,,,,,Sun Devil Fitness,
14-69261T,9/21,2143 hrs,9/21,2143 hrs,9/21,2143 hrs,Trespass,,Cleared by Arrest
"",,,,,,,,Center,
"",,,,,Occurred,,,,
"",Date,Time,,,,,,,
Incident #,,,,From,Thru,,Description,Location,Disposition
"",Reported,Reported,,,,,,,
"",,,Date,Time,Date,Time,,,
14-69286T,9/22,0010 hrs,9/22,0010 hrs,9/22,0010 hrs,"Possession of Marijuana, Drug Paraphernalia",Parking Structure 4,Cleared By Arrest
14-69410T,9/22,1152 hrs,9/18,1700 hrs,9/22,0900 hrs,Theft,Sonora Center,Pending
14-69436T,9/22,1311 hrs,8/1,0000 hrs,9/21,0000 hrs,Threatening,Palo Verde West,Pending
14-69503T,9/22,1959 hrs,9/22,1630 hrs,9/22,2000 hrs,Bike Theft,College Ave Commons,Pending
14-69504P,9/22,1959 hrs,9/22,1959 hrs,9/22,1959 hrs,Assault,North Desert Village,Cleared By Arrest
