10-14005T,9/11,2007 hrs,9/11 2007 hrs,9/11,2007 hrs,Disorderly Conduct,Sun Devil Stadium,Cleared by Arrest
"",,,,,,,Under 21 with Alcohol in the Body / Furnishing,,
10-14011E,9/11,2123 hrs,9/11,2123 hrs,9/11,2123 hrs,,7000 blk E Vossler,Cleared by Arrest
"",,,,,,,Alcohol to Minor,,
10-14012T,9/11,2133 hrs,9/11,2133 hrs,9/11,2133 hrs,Assault,Vista del Sol,Pending
10-14018T,9/11,2159 hrs,9/11,2159 hrs,9/11,2159 hrs,Under 21 with Alcohol in the Body,Sun Devil Stadium,Cleared by Arrest
10-14025T,9/11,2312 hrs,8/19,0000 hrs,9/11,2312 hrs,Harassment,Sage Hall,Pending
"",,,,Occurred,,,,
"",Date,Time,,,,,,
Incident #,,,From,,Thru,Description,Location,Disposition
"",Reported,Reported,,,,,,
"",,,Date Time,Date,Time,,,
10-14036T,9/12,0115 hrs,9/12 0115 hrs,9/12,0234 hrs,Under 21 with Alcohol in the Body,Hassayampa Phase I,Cleared By Arrest
10-14041T,9/12,0223 hrs,9/12 0223 hrs,9/12,0314 hrs,Under 21 with Alcohol in the Body,Vista Del Sol,Cleared By Arrest
10-14044T,9/12,0235 hrs,9/11 0235 hrs,9/12,0347 hrs,Vehicle Burglary,Parking Structure 4,Pending
10-14059T,9/12,1157 hrs,9/11 1157 hrs,9/12,1203 hrs,Property Impound,University Center,Pending
10-14067T,9/12,1522 hrs,9/11 0330 hrs,9/12,1522 hrs,Theft of Personal Property,Vista Del Sol,Pending
10-14072T,9/12,1608 hrs,9/11 2215 hrs,9/12,1608 hrs,Theft of Personal Property,801 S Mill Ave,Pending
10-14073E,9/12,1640 hrs,8/30 1200 hrs,8/30,1200 hrs,Theft / Forgery,5000 blk S Raven,Cleared By Arrest
10-14076T,9/12,1748 hrs,9/12 1730 hrs,9/12,1748 hrs,Theft of Personal Property,Cottonwood Hall,Pending
10-14080T,9/12,1925 hrs,9/12 1920 hrs,9/12,1920 hrs,Assault,Matthews Center,Pending
