10-8236T,5/15,1941 hrs,5/12 1700 hrs,5/14,0830 hrs,Bicycle Theft,Manzanita Hall,Pending
"",,,,,,,6800 Blk E Volante,
10-8242E,5/15,2130 hrs,5/15 2130 hrs,5/15,2318 hrs,Warrant Arrest,,Cleared By Arrest
"",,,,,,,Ave,
10-8248T,5/15,2353 hrs,5/15 2353 hrs,5/15,2359 hrs,Public Urination,Arboretum,Cleared By Arrest
"",,,,Occurred,,,,
"",Date,Time,,,,,,
Incident #,,,From,Thru,,Description,Location,Disposition
"",Reported,Reported,,,,,,
"",,,Date Time,Date,Time,,,
10-8256T,5/16,0750 hrs,5/16 0750 hrs,5/16,0750 hrs,Trespassing / Warrant Arrest,Parking Lot 82,Cleared By Arrest
10-8264T,5/16,1144 hrs,5/14 1230 hrs,5/14,1230 hrs,Criminal Damage,Adelphi Commons,Pending
"",,,,Occurred,,,,
"",Date,Time,,,,,,
Incident #,,,From,Thru,,Description,Location,Disposition
"",Reported,Reported,,,,,,
"",,,Date Time,Date,Time,,,
10-8285T,5/17,0311 hrs,5/17 0311 hrs,5/17,0307 hrs,Bicycle Theft,Vista Del Sol,Cleared By Arrest
10-8286T,5/17,0400 hrs,5/12 1230 hrs,5/17,0340 hrs,Criminal Damage to ASU Property,Matthews Hall,Pending
10-8287T,5/17,0559 hrs,5/12 0559 hrs,5/17,0559 hrs,Criminal Damage to ASU Property,Matthews Hall,Pending
